dataset,run,AUC_Original,AUC_Adaptive
Friday-WorkingHours-Morning.npz,2,0.5734660764786397,0.53134478112769
Friday-WorkingHours-Morning.npz,6,0.5518154170357377,0.4486359911349441
Friday-WorkingHours-Morning.npz,0,0.49943956606619044,0.4695149002844783
Friday-WorkingHours-Morning.npz,4,0.5748026566564396,0.5436114526641589
Friday-WorkingHours-Morning.npz,8,0.5020190864858411,0.5791224529494867
Friday-WorkingHours-Morning.npz,7,0.49758958916430135,0.5597375267201294
Friday-WorkingHours-Morning.npz,1,0.5626172590907815,0.58907635002724
Friday-WorkingHours-Morning.npz,5,0.5718296031504192,0.5468209109247987
Friday-WorkingHours-Morning.npz,3,0.5736356124751828,0.501175463475916
Friday-WorkingHours-Morning.npz,9,0.5369190361831448,0.5127825594785974
Thursday-WorkingHours-Afternoon-Infilteration.npz,0,0.929971344895487,0.912932204225184
Thursday-WorkingHours-Afternoon-Infilteration.npz,1,0.9260128339598028,0.930121368344773
Thursday-WorkingHours-Morning-WebAttacks.npz,1,0.6016185921615617,0.6867281794937169
Thursday-WorkingHours-Morning-WebAttacks.npz,0,0.6102735972634927,0.582810000821502
Thursday-WorkingHours-Morning-WebAttacks.npz,2,0.6112153639532116,0.6237408476984361
Thursday-WorkingHours-Morning-WebAttacks.npz,3,0.5955070917552291,0.6150806454780242
Thursday-WorkingHours-Afternoon-Infilteration.npz,2,0.9235911368629708,0.9168578418801938
Thursday-WorkingHours-Afternoon-Infilteration.npz,5,0.9113959198242343,0.9240146390542661
Thursday-WorkingHours-Afternoon-Infilteration.npz,6,0.9180881111734885,0.9246159842500886
Thursday-WorkingHours-Afternoon-Infilteration.npz,4,0.919111129593307,0.9265253298494396
Thursday-WorkingHours-Afternoon-Infilteration.npz,3,0.920707336738678,0.9341358071752505
Thursday-WorkingHours-Afternoon-Infilteration.npz,9,0.9137593787517895,0.9230088033009202
Thursday-WorkingHours-Afternoon-Infilteration.npz,7,0.9230140976799454,0.922242369740949
Thursday-WorkingHours-Afternoon-Infilteration.npz,8,0.9200738883536753,0.9270966414769739
Thursday-WorkingHours-Morning-WebAttacks.npz,4,0.6001696107095061,0.6620581467416427
Thursday-WorkingHours-Morning-WebAttacks.npz,5,0.6263901848728641,0.5748772901823309
Thursday-WorkingHours-Morning-WebAttacks.npz,7,0.6501001171485872,0.5800417326841176
Thursday-WorkingHours-Morning-WebAttacks.npz,6,0.6579379418505309,0.6014233995193394
Thursday-WorkingHours-Morning-WebAttacks.npz,8,0.6212297803316708,0.5412203786066039
Thursday-WorkingHours-Morning-WebAttacks.npz,9,0.6455091332368259,0.6387362118851159
backdoor.npz,0,0.6416956721468903,0.5914888456442149
backdoor.npz,1,0.5969298397484729,0.5874214762900687
backdoor.npz,2,0.6673203714732892,0.6996636910945212
backdoor.npz,3,0.5564455047853849,0.6396093920968434
Tuesday-WorkingHours.npz,3,0.6164542987212906,0.5916183989712278
Tuesday-WorkingHours.npz,2,0.6218688594045614,0.6125717592021455
Tuesday-WorkingHours.npz,1,0.6302169132444534,0.5755436810884128
Tuesday-WorkingHours.npz,4,0.6319258993366793,0.5819055261818105
Tuesday-WorkingHours.npz,0,0.6359610870006859,0.5930521562216369
Tuesday-WorkingHours.npz,5,0.6441058009112164,0.6102050097232421
backdoor.npz,4,0.6077241997811604,0.673543915659035
backdoor.npz,5,0.6380098685577362,0.6802525704418806
campaign.npz,0,0.6985322590650747,0.7432238379004654
campaign.npz,1,0.7180330490040494,0.7237843159963468
Tuesday-WorkingHours.npz,6,0.669449617210844,0.6096447461660113
Tuesday-WorkingHours.npz,7,0.6352533890550033,0.6005397245371067
campaign.npz,2,0.7023548596224899,0.7523953442897955
campaign.npz,3,0.7129220300275877,0.7356080472114139
campaign.npz,4,0.702485819309892,0.7554302201309191
campaign.npz,5,0.710254744705121,0.7162532243851261
campaign.npz,6,0.7209174643501414,0.7099824026881985
campaign.npz,7,0.7167745274990281,0.7300679780345546
backdoor.npz,6,0.592345482624413,0.6565514319219564
backdoor.npz,9,0.6381223816581024,0.5977781709811307
backdoor.npz,7,0.6572018887611554,0.6486503898945968
backdoor.npz,8,0.5904809784992404,0.5731899864725736
campaign.npz,8,0.6979952173193118,0.7113463624123967
campaign.npz,9,0.7031402816277508,0.7553481480896167
Tuesday-WorkingHours.npz,9,0.6240253486173585,0.589896494878045
Tuesday-WorkingHours.npz,8,0.6088509764484236,0.5956940869491497
celeba.npz,0,0.7863876758039847,0.8071899862612139
celeba.npz,1,0.792286719802848,0.8259708361952566
celeba.npz,2,0.7884048383620661,0.8160581074177554
celeba.npz,3,0.7969599354053322,0.8171325159661214
celeba.npz,4,0.7899256572963927,0.8327621390824751
celeba.npz,5,0.7969031723950593,0.8311807211165718
celeba.npz,6,0.793679628053156,0.8042349945029355
celeba.npz,7,0.7931845025840891,0.8166687110641062
celeba.npz,8,0.798674770181071,0.8102558717376791
celeba.npz,9,0.7956578235417409,0.822324790945667
census.npz,0,0.6653838483620995,0.6901429746456923
census.npz,1,0.662598616378199,0.6994633582831746
cover.npz,0,0.8744224903070066,0.8478615042414436
cover.npz,1,0.873589934645451,0.9064547981922831
census.npz,2,0.6596975497663775,0.7133744567714695
census.npz,3,0.6715799502787958,0.7130044005981317
census.npz,4,0.6646610670548919,0.685257886039948
census.npz,5,0.6605085971556031,0.7001504075532674
census.npz,6,0.6779351635333597,0.7060270942426701
census.npz,8,0.6751515928911938,0.7019138650644058
census.npz,7,0.6592715993576166,0.6999470676321329
census.npz,9,0.6449954213348889,0.7015623493650638
cover.npz,2,0.8790272124508031,0.835254429028418
cover.npz,3,0.8820153656105292,0.862622524480289
cover.npz,4,0.9090578520508789,0.8668815830744747
cover.npz,5,0.8757152672281592,0.8933496786063991
cover.npz,7,0.8728996882066082,0.8751471726762818
cover.npz,6,0.8816750089900085,0.8636944277836925
cover.npz,8,0.8345568646813021,0.8240812565012211
cover.npz,9,0.8994598249065225,0.8725947029752071
donors.npz,1,0.721274343377435,0.817984362863018
donors.npz,0,0.7453464909547061,0.8204944070594722
donors.npz,2,0.7379402996246273,0.8099594969445749
fraud.npz,0,0.9431534343920897,0.951790746808511
donors.npz,3,0.7290584491677563,0.8229834061835986
fraud.npz,1,0.9422027004286011,0.9489603810270556
donors.npz,4,0.7404455234637194,0.8169146264098254
donors.npz,5,0.7320092641679343,0.8059518867506268
donors.npz,7,0.7253642766833303,0.7930630193810337
donors.npz,6,0.7369175026618966,0.8257506556288223
donors.npz,9,0.7380315331529215,0.7978223288579054
donors.npz,8,0.7272340663589311,0.7991379981931933
fraud.npz,2,0.9459875747571291,0.9537466602441556
fraud.npz,3,0.9435066653570005,0.9514681378678094
fraud.npz,4,0.9438058118292876,0.9531855698241487
fraud.npz,5,0.9404408313291581,0.9481386227259384
fraud.npz,6,0.9448748947155687,0.9491911095974649
fraud.npz,7,0.9441519547267294,0.9493903153907643
fraud.npz,8,0.9434052412952598,0.9503689834174249
fraud.npz,9,0.9410730526329938,0.9511867276490678
insects.npz,0,0.749407155128487,0.8222490802219973
insects.npz,1,0.748632694133728,0.8262627565089267
http.npz,0,0.9335409657628098,0.9428128640765683
http.npz,1,0.952484720127,0.9447989071055853
http.npz,2,0.9593575945076724,0.9526356622935539
http.npz,3,0.9395082623532105,0.7459218553773508
insects.npz,2,0.7419936322237848,0.8271835158017026
insects.npz,3,0.7537750229829885,0.8055845822812653
http.npz,4,0.9489029098403721,0.9377162538771056
mammography.npz,0,0.8698156325044543,0.8861879309009217
http.npz,5,0.9506237233478493,0.9546802403675213
http.npz,6,0.944684835776599,0.9523114656750644
http.npz,7,0.9315340378202015,0.9502995715347523
mammography.npz,1,0.8758787033711506,0.8734681230149507
http.npz,8,0.9199921206996915,0.9216034994362126
mammography.npz,2,0.8739628448087664,0.8761427897379557
mammography.npz,3,0.8629803731012191,0.8917200121127614
mammography.npz,4,0.8689272459665207,0.8879034359396898
mammography.npz,5,0.8745938351678533,0.8700617609983169
mammography.npz,6,0.8633937562940583,0.8777730829090346
http.npz,9,0.9508578667280354,0.9792646112047227
mammography.npz,7,0.8655546870048381,0.8807702871146982
mammography.npz,8,0.8654789822463539,0.8789963309600771
mammography.npz,9,0.8697004908485271,0.8775357572940653
insects.npz,4,0.7596877676519794,0.8153408522379771
insects.npz,5,0.7512344051624149,0.8125681009525098
insects.npz,6,0.75651200628185,0.8161250403784966
insects.npz,7,0.7594268027925674,0.8147531306519232
insects.npz,8,0.7608888569358601,0.8201848031466303
insects.npz,9,0.7576829557134923,0.8160126662248122
nyc_taxi.npz,0,0.6135808653482384,0.6296006806726792
nyc_taxi.npz,1,0.6215196948109005,0.6062602398372
nyc_taxi.npz,2,0.6103578908910069,0.6268787336315154
nyc_taxi.npz,3,0.6121815162739044,0.6156356021405646
nyc_taxi.npz,4,0.6093744279420559,0.6269821807764123
nyc_taxi.npz,5,0.5773471918819638,0.6061057841922847
nyc_taxi.npz,6,0.6002383765453192,0.6215676523352168
nyc_taxi.npz,7,0.6202437195665174,0.6076089617834783
nyc_taxi.npz,8,0.600672949896877,0.6217093320193798
nyc_taxi.npz,9,0.6281262966646733,0.6063620661512552
nyc_taxi_shingle.npz,0,0.6644934347978705,0.6516249565053442
nyc_taxi_shingle.npz,1,0.661369292236568,0.6441183920696405
nyc_taxi_shingle.npz,2,0.6557232260695087,0.6637293084234777
nyc_taxi_shingle.npz,3,0.6517951029999431,0.6418555203340389
nyc_taxi_shingle.npz,4,0.6537125083732003,0.6546433323267609
nyc_taxi_shingle.npz,5,0.6623907460234005,0.6605856220080659
nyc_taxi_shingle.npz,6,0.6536533019916336,0.6558721042522828
nyc_taxi_shingle.npz,7,0.6689536488758835,0.6487840082222144
mulcross.npz,0,0.9774692528331937,0.9294373279170242
mulcross.npz,1,0.97804969812273,0.9284585073883226
mulcross.npz,3,0.9817358952217624,0.9194377323364024
nyc_taxi_shingle.npz,8,0.6696024281897486,0.668547060067844
mulcross.npz,2,0.9747960093748073,0.9203559277938531
