window,original_run_0,random_run_0,tournament_run_0,original_run_1,random_run_1,tournament_run_1,original_run_2,random_run_2,tournament_run_2,original_run_3,random_run_3,tournament_run_3,original_run_4,random_run_4,tournament_run_4,original_run_5,random_run_5,tournament_run_5,original_run_6,random_run_6,tournament_run_6,original_run_7,random_run_7,tournament_run_7,original_run_8,random_run_8,tournament_run_8,original_run_9,random_run_9,tournament_run_9,original_mean,original_std,random_mean,random_std,tournament_mean,tournament_std
0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0
50,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0
100,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0
150,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0
200,0.4921875,0.4725115740740741,0.4921875,0.48958333333333337,0.48958333333333337,0.48958333333333337,0.4913194444444445,0.4913194444444445,0.4913194444444445,0.4890046296296297,0.4890046296296297,0.4890046296296297,0.48900462962962965,0.4849537037037037,0.4887152777777778,0.4921875,0.4809027777777778,0.4918981481481482,0.48553240740740744,0.4936342592592593,0.48553240740740744,0.4901620370370371,0.5300925925925926,0.49045138888888895,0.48842592592592593,0.4887152777777778,0.4887152777777778,0.48697916666666674,0.47656250000000006,0.48726851851851855,0.48943865740740744,0.0021577794484179164,0.48972800925925924,0.015702356000618024,0.48946759259259265,0.0020918891530441294
250,0.5348094042456061,0.49280986076238303,0.5348094042456061,0.5302442364756906,0.5300159780871948,0.5300159780871948,0.5300159780871947,0.5300159780871947,0.5300159780871947,0.5309290116411779,0.5309290116411779,0.5309290116411779,0.5288746861447159,0.5229399680438257,0.5286464277562201,0.5354941794110935,0.5170052499429355,0.5352659210225976,0.5206573841588679,0.5279616525907327,0.5206573841588679,0.5275051358137413,0.6101346724492126,0.527733394202237,0.5270486190367496,0.5272768774252454,0.5272768774252454,0.5275051358137411,0.5044510385756676,0.527733394202237,0.5293083770828578,0.004205367861071596,0.5293540287605569,0.03106335861627516,0.5293083770828577,0.004133164954404533
300,0.4997696206419905,0.4965443096298572,0.49930886192597146,0.4896329288895715,0.4890185839348794,0.4890185839348794,0.4922438949470127,0.4919367224696668,0.4919367224696668,0.49623713715251117,0.4963907233911842,0.4963907233911842,0.484564583013362,0.5006911380740287,0.484257410536016,0.5022270004607587,0.47319920135155896,0.5017662417447397,0.4796498233758255,0.5166641068960222,0.4793426508984795,0.49147596375364777,0.5804791890646598,0.4914759637536477,0.49562279219781913,0.4959299646751651,0.4959299646751651,0.4963907233911842,0.5138995545999079,0.49623713715251117,0.49278144678236835,0.0068553123913884205,0.505475349408693,0.02904765762640412,0.4925664260482262,0.0068927546416984705
350,0.5070216143607278,0.49224569544510927,0.5066552692636463,0.49749664183661013,0.4972524117718891,0.4972524117718891,0.50250335816339,0.5016485529368666,0.5016485529368666,0.5119062156551472,0.5119062156551472,0.5119062156551472,0.48687263402124803,0.49481011112467943,0.487116864085969,0.5104408352668214,0.4868726340212481,0.5099523751373795,0.4882158993772134,0.5078764195872513,0.48809378434485284,0.49810721699841254,0.5919526193674441,0.4978629869336916,0.5027475882281109,0.5032360483575529,0.5032360483575529,0.5054341189400415,0.5121504457198681,0.5050677738429601,0.5010746122847722,0.008517381257262266,0.5099951153987056,0.029977437956959136,0.5008792282329955,0.008406949663629672
400,0.49868697478991597,0.4728641456582633,0.49868697478991597,0.49789915966386555,0.49798669467787116,0.49798669467787116,0.4994747899159664,0.4987745098039216,0.4987745098039216,0.514093137254902,0.5142682072829131,0.5142682072829131,0.48468137254901955,0.5072654061624651,0.48485644257703087,0.508578431372549,0.4583333333333333,0.5080532212885154,0.4737394957983193,0.5184698879551821,0.4733893557422969,0.4941351540616246,0.578125,0.49369747899159666,0.5024509803921569,0.5027135854341737,0.5027135854341737,0.48739495798319327,0.4878326330532213,0.48704481792717086,0.49611344537815133,0.011790446132747656,0.5036633403361346,0.03197264267828779,0.4959471288515406,0.011850145358770025
450,0.5074133881385791,0.47137404580152675,0.5063857897827364,0.5093951849677041,0.5082941867293013,0.5082941867293013,0.5080005871990605,0.5080005871990605,0.5069729888432178,0.519964768056371,0.5206987668819729,0.5215061655901351,0.4940546095126248,0.5110833822665884,0.4944216089254257,0.5139459776864358,0.46682325308279504,0.5133587786259542,0.4794480328831474,0.5273781561949501,0.4787874339401057,0.4973576042278332,0.568738990017616,0.497651203758074,0.5084409864944217,0.5082941867293012,0.5082207868467411,0.4911186142102173,0.5057985907222549,0.4903846153846154,0.5029139753376395,0.01215752851653934,0.5096484145625367,0.02838296705410415,0.5025983558426306,0.01237514183653564
500,0.5007017543859649,0.46403508771929824,0.49912280701754386,0.5084210526315789,0.5080116959064328,0.5080116959064328,0.5021052631578947,0.5012280701754386,0.5004093567251462,0.5170175438596492,0.5180701754385965,0.5191228070175439,0.4898830409356725,0.5158479532163742,0.49046783625730994,0.513859649122807,0.45935672514619885,0.5126315789473683,0.4788888888888889,0.5467251461988305,0.4798245614035087,0.496140350877193,0.5392690058479532,0.49719298245614035,0.5018713450292398,0.5016959064327485,0.5006432748538012,0.48245614035087714,0.5052631578947369,0.48146198830409354,0.49913450292397654,0.012579755555632108,0.5059502923976608,0.02786982884061948,0.4988888888888888,0.01259576058980164
550,0.5062196601941747,0.4946399676375404,0.5034385113268608,0.5126921521035598,0.5117819579288025,0.5117819579288025,0.5034385113268609,0.5019215210355987,0.5012641585760518,0.5171419902912622,0.5190129449838188,0.519872572815534,0.48705501618122976,0.5282160194174756,0.4875606796116505,0.513450647249191,0.45904126213592233,0.5127427184466019,0.4792677993527508,0.5414138349514563,0.48022855987055013,0.497876213592233,0.5385315533980584,0.49903923948220064,0.500707928802589,0.5010618932038835,0.4993932038834952,0.4867010517799353,0.5128438511326862,0.4865493527508091,0.5004550970873787,0.012752190541566122,0.5108464805825242,0.024027548564730702,0.5001870954692558,0.012636102055866665
600,0.5218754259234019,0.49897778383535507,0.5190132206623961,0.522874926173277,0.5226023351960384,0.5226023351960384,0.5185134705374586,0.5166961973558676,0.5161055835718504,0.5320975875698515,0.5337331334332834,0.53441461087638,0.5007496251874063,0.544137022397892,0.5007041933578665,0.5311889509790559,0.4675843896233701,0.5306437690245785,0.4965698968697469,0.55667620735087,0.4974785334605425,0.5164690382081687,0.5429557948298578,0.5174685384580436,0.5096542637772022,0.509517968288583,0.5075189677888329,0.5043841715505883,0.525918858752442,0.5030666484939349,0.5154377356776157,0.01229406629564793,0.521879969106356,0.0257334360735878,0.5149016400890465,0.012527826423519066
650,0.5309727242852448,0.4990962865593165,0.5295349983568847,0.5299868550772264,0.5316299704239237,0.5316299704239237,0.530233322379231,0.5272346368715084,0.5267827801511666,0.5437890239894841,0.5444873480118304,0.5454321393361814,0.5047239566217548,0.5614114360828131,0.5040256325994086,0.5439533355241538,0.48200788695366414,0.5421048307591194,0.5113374958922117,0.5572625698324022,0.5128573775879067,0.5302744002628985,0.5460893854748604,0.5312191915872494,0.5255093657574762,0.5245234965494578,0.5224696023660861,0.5225928360170884,0.5368468616496878,0.5212372658560631,0.5273373315806771,0.012370260603033329,0.5310589878409464,0.024794535948108237,0.526729378902399,0.012447435494810909
700,0.49911184210526316,0.4867105263157894,0.49914473684210525,0.5033881578947368,0.5081249999999999,0.5081249999999999,0.5097368421052632,0.5075986842105263,0.5049671052631578,0.5180592105263158,0.5207565789473684,0.5224342105263158,0.4718421052631579,0.5603289473684211,0.4713815789473684,0.5200328947368421,0.45749999999999996,0.5220723684210526,0.4839473684210526,0.5182565789473684,0.48585526315789473,0.5026973684210526,0.5265625,0.5038815789473684,0.5045723684210527,0.5078618421052632,0.5046381578947368,0.4938815789473684,0.5185197368421053,0.4930263157894737,0.5007269736842105,0.014702278824570912,0.5112220394736842,0.026586023465401357,0.5015526315789474,0.015499443987684278
