window,original_run_0,random_run_0,tournament_run_0,original_run_1,random_run_1,tournament_run_1,original_run_2,random_run_2,tournament_run_2,original_run_3,random_run_3,tournament_run_3,original_run_4,random_run_4,tournament_run_4,original_run_5,random_run_5,tournament_run_5,original_run_6,random_run_6,tournament_run_6,original_run_7,random_run_7,tournament_run_7,original_run_8,random_run_8,tournament_run_8,original_run_9,random_run_9,tournament_run_9,original_mean,original_std,random_mean,random_std,tournament_mean,tournament_std
0,0.8246359131914638,0.8164882001234959,0.8164882001234959,0.8282956068615491,0.8742450940526213,0.8742450940526213,0.8023313604120544,0.8259461738881609,0.8259461738881609,0.8618955104745554,0.8414885766351903,0.8414885766351903,0.812195966806729,0.8514736667720899,0.8514736667720899,0.8210967032636034,0.7676169821834666,0.7676169821834666,0.8167592885435022,0.8153134836368017,0.8153134836368017,0.7922860284040423,0.8694558652991762,0.8694558652991762,0.8348469103450353,0.8031295652042953,0.8031295652042953,0.7962619918974683,0.8622720221690086,0.8622720221690086,0.8190605280200003,0.020476255167295333,0.8327429629964305,0.03350307042279838,0.8327429629964305,0.03350307042279838
50,0.8244066878357839,0.816265105569685,0.816265105569685,0.8280636277445861,0.8740086382037352,0.8740086382037352,0.8021189182681455,0.8257159626179476,0.8257159626179476,0.8616833962888832,0.8412316212433596,0.8412316212433596,0.8119610528375145,0.8512242471670003,0.8512242471670003,0.8208701410103989,0.767415611973092,0.767415611973092,0.8165209408719469,0.8150912730063659,0.8150912730063659,0.7920811449382232,0.8691929148670409,0.8691929148670409,0.8346100016554049,0.8029014733103583,0.8029014733103583,0.7960541166909961,0.8620445755391353,0.8620445755391353,0.8188370028141885,0.020472093712271273,0.8325091423497719,0.03348924517144268,0.8325091423497719,0.03348924517144268
100,0.8245387148678928,0.8164032541842735,0.8164032541842735,0.8281929051564685,0.8741033699754883,0.8741033699754883,0.8022677032737334,0.8258470052181236,0.8258470052181236,0.8617873952991775,0.8413509977593648,0.8413509977593648,0.812102437630641,0.8513361103174484,0.8513361103174484,0.8210048271402577,0.7675904900825576,0.7675904900825576,0.8166588971262726,0.8152152663949834,0.8152152663949834,0.7922224394351794,0.8692912675378577,0.8692912675378577,0.8347343569076227,0.8030496699198485,0.8030496699198485,0.7962074617663424,0.8621483029819997,0.8621483029819997,0.8189717138603587,0.020458885095531107,0.8326335734371945,0.03346493426034143,0.8326335734371945,0.03346493426034143
150,0.824385039594885,0.8162406647733249,0.8162406647733249,0.8280364843949571,0.8739425085275512,0.8739425085275512,0.8021157342709883,0.8256773204706307,0.8256773204706307,0.861650813686156,0.8411997175013899,0.8411997175013899,0.8119430795353799,0.8511623014620806,0.8511623014620806,0.8208538069693008,0.7673593893221536,0.7673593893221536,0.8164961156441118,0.8150385430284451,0.8150385430284451,0.7920780177012428,0.8691039685044103,0.8691039685044103,0.8345579948609295,0.8028670603615381,0.8028670603615381,0.7960600459811568,0.861996423687809,0.861996423687809,0.8188177132639108,0.020458865894986376,0.8324587897639333,0.03348058860489424,0.8324587897639333,0.03348058860489424
200,0.8244868541569693,0.81634859382273,0.81634859382273,0.8281355575909548,0.8740071172239823,0.8740071172239823,0.8022342677817985,0.8257781648373099,0.8257781648373099,0.861724650520278,0.8412889082418655,0.8412889082418655,0.8120542350485743,0.851244012672863,0.851244012672863,0.8209582726467364,0.7675040165768254,0.7675040165768254,0.8166038529107044,0.815147374585204,0.815147374585204,0.7922040871484557,0.8691722097929399,0.8691722097929399,0.8346521719545339,0.8029700145647832,0.8029700145647832,0.7961831258727609,0.8620700010510668,0.8620700010510668,0.8189237075631766,0.02044350615542949,0.8325530413369571,0.03345692753049386,0.8325530413369571,0.03345692753049386
250,0.8243634563159237,0.8162313012948431,0.8162313012948431,0.8280244264730153,0.8739515971732509,0.8739515971732509,0.8021125598283545,0.825608786328377,0.825608786328377,0.8616783447613617,0.8411529055199627,0.8411529055199627,0.811895152215337,0.8511155456195891,0.8511155456195891,0.8208825338714759,0.7673183393599303,0.7673183393599303,0.8164563609356479,0.8150009752584434,0.8150009752584434,0.7921199117766208,0.8690753049558132,0.8690753049558132,0.8344911401521403,0.8027877387507689,0.8027877387507689,0.7960809614547855,0.8620084322345422,0.8620084322345422,0.8188104847784663,0.020452558419711556,0.8324250926495521,0.033496157686745985,0.8324250926495521,0.033496157686745985
300,0.8242702289389646,0.8162041409916191,0.8162041409916191,0.8279584401565241,0.8738961603622243,0.8738961603622243,0.8020510052624477,0.8255146254066777,0.8255146254066777,0.8616171156988861,0.8410770776173555,0.8410770776173555,0.8118412569903597,0.8510172566305342,0.8510172566305342,0.8208368941063584,0.7672378896235326,0.7672378896235326,0.8163840537339391,0.8149147663383259,0.8149147663383259,0.7920658480636891,0.868993538134005,0.868993538134005,0.8344203061515165,0.802710685317621,0.802710685317621,0.7960239283947286,0.8619469557264727,0.8619469557264727,0.8187469077497413,0.020449054812141865,0.8323513096148367,0.0334977857097392,0.8323513096148367,0.0334977857097392
350,0.8243269562090818,0.8162968733613987,0.8162968733613987,0.8280723306716206,0.8739756400844957,0.8739756400844957,0.8020944133994516,0.8255404575349444,0.8255404575349444,0.8617057933452187,0.8411811412905063,0.8411811412905063,0.8119222759891533,0.8510689298716085,0.8510689298716085,0.8209561191927969,0.76714257891504,0.76714257891504,0.8164616698377504,0.8148886125634841,0.8148886125634841,0.7921616803247988,0.8690916717853452,0.8690916717853452,0.8344993932493371,0.8026337473220572,0.8026337473220572,0.7961167957572398,0.8620054233022217,0.8620054233022217,0.8188317427976448,0.02045188259453262,0.8323825076031101,0.03355675382639182,0.8323825076031101,0.03355675382639182
400,0.8242338957170018,0.8162098235003518,0.8162098235003518,0.8279614964295873,0.8738753574155302,0.8738753574155302,0.8019730834293927,0.8254015778679322,0.8254015778679322,0.8616296651147473,0.8410604949175886,0.8410604949175886,0.8117786194404109,0.8509558526325245,0.8509558526325245,0.8208356412521145,0.7670324406053982,0.7670324406053982,0.8163295857722421,0.8147726762376681,0.8147726762376681,0.7920477851464842,0.868965104268028,0.868965104268028,0.834353807691732,0.802512013652899,0.802512013652899,0.795999940118864,0.861929070794473,0.861929070794473,0.8187143520112576,0.020461083520289726,0.8322714411892393,0.03355984460608934,0.8322714411892393,0.03355984460608934
450,0.8243204834776885,0.8163173719876139,0.8163173719876139,0.8280602552020224,0.8739397747161514,0.8739397747161514,0.8020763212613502,0.8254872922556807,0.8254872922556807,0.861718200721028,0.8411644153240886,0.8411644153240886,0.8118894822660025,0.8510224535894328,0.8510224535894328,0.8209397298388906,0.7671169351822764,0.7671169351822764,0.8164220855958952,0.8148364223847776,0.8148364223847776,0.7921584466484166,0.8690331942138252,0.8690331942138252,0.8344477853071849,0.8025849302158596,0.8025849302158596,0.7960926865024158,0.8620024233720773,0.8620024233720773,0.8188125476820896,0.020456228841672697,0.8323505213241784,0.033554542981976215,0.8323505213241784,0.033554542981976215
