window,original_run_0,globalLS_run_0,original_run_1,globalLS_run_1,original_run_2,globalLS_run_2,original_run_3,globalLS_run_3,original_run_4,globalLS_run_4,original_run_5,globalLS_run_5,original_run_6,globalLS_run_6,original_run_7,globalLS_run_7,original_run_8,globalLS_run_8,original_run_9,globalLS_run_9,original_mean,original_std,globalLS_mean,globalLS_std
0,0.8974079869378869,0.9759167290291856,0.8739370025171781,0.9691135451391252,0.8630519082930811,0.9753044424790802,0.8633240356486835,0.965507857677393,0.8817606639907477,0.9801347030410232,0.8695829648275393,0.9857813456697735,0.875501734811892,0.9812912443023335,0.8786311994013198,0.9640791890604803,0.8764541805565004,0.9744200285733723,0.9153683924076468,0.9709504047894415,0.8795020069392475,0.015985626035266667,0.9742499489761208,0.006978064624216205
50,0.8961554109031733,0.9746406292378629,0.8727624084621644,0.9677244372118254,0.8619134797938703,0.9738947653919175,0.8621847030105777,0.964130729590453,0.8805600759425006,0.9786750745863846,0.8684228369948468,0.9845063737455927,0.8743219419582317,0.9799633848657446,0.8774410089503661,0.9627746135069163,0.8752712232167074,0.9730132899376186,0.9140561432058585,0.9695212910225117,0.8783089232438297,0.015932514042065686,0.9728844589096826,0.006988929747385726
100,0.9207609650604852,0.9766168818003649,0.9020184271586583,0.9736433060755558,0.8972877385055529,0.9773152215539186,0.8900114888153003,0.9702867698407334,0.9078304160753305,0.9805816494334437,0.9005992205627267,0.9851321213759546,0.8989547430785519,0.9822937081840913,0.9051046383275889,0.9699488635083688,0.9045639881958054,0.9769547881327296,0.9334437160685725,0.9749724043161903,0.9060575341848572,0.012487405837443406,0.9767745714221352,0.0049090334903983375
150,0.9134783780142799,0.9749932641789034,0.8936245453320759,0.9711201670483632,0.8873939108177287,0.9753805738919574,0.8819884143877138,0.9677017378418429,0.8999730567156136,0.9790852754950828,0.8915027616866495,0.9839182271318874,0.8916879967668059,0.9808702680856797,0.8970934931968206,0.9671123534958911,0.8961673177960393,0.9749764246261619,0.9274215276842247,0.9726357267950964,0.8980331402397951,0.013263689035813373,0.9747794018590866,0.005441257923663117
200,0.9252769385699899,0.9800604229607252,0.907660288687479,0.97689157435381,0.9041020476670023,0.9803423967774421,0.8952467270896275,0.9741658274588788,0.9128835179590467,0.9833232628398791,0.9067136623027862,0.9871769050016784,0.9043571668345083,0.9846659953004364,0.9101040617656931,0.9736958710976837,0.9101107754279959,0.9799664316884862,0.936864719704599,0.9781000335683114,0.9113319906008727,0.0117674434920454,0.9798388721047333,0.0043619279335627105
250,0.9245901639344263,0.9797256607561057,0.906925393108063,0.9760990297758447,0.9034325861492137,0.9799799263967883,0.8945801271328203,0.9730612244897959,0.9122382067581131,0.9826162596186016,0.9060889929742388,0.9870324523251923,0.9031515557042489,0.9841953830712613,0.9094412847106056,0.9728738708598194,0.9095015055202409,0.9797658079625293,0.936192706590833,0.9775041820006691,0.9106142522582804,0.011800573006458813,0.9792853797256609,0.004586212756215425
300,0.9271152905606688,0.9827931172468988,0.9072629051620648,0.9796474145213641,0.9014828153483615,0.9829931972789117,0.8908730158730159,0.9770352585478635,0.9110421946556401,0.9852274243030547,0.9034335956604864,0.9889177893379574,0.8997821350762527,0.9865501756258059,0.9052732203992708,0.9770574896625317,0.9076019296607531,0.982848695033569,0.9357520786092214,0.9809257036147792,0.9089619181005734,0.01319892257262919,0.9823996265172736,0.0038798733941429004
350,0.9285999202233746,0.9868534769312591,0.9110158223640473,0.984626379470815,0.905281877409919,0.9871526392766918,0.8970092075521872,0.9826153437042946,0.9145725302486372,0.9888728227629304,0.9075048198377875,0.9916483845233346,0.9053815981917298,0.9898617205158888,0.9094701502459779,0.9826652040952001,0.9113856202632629,0.9870362983645791,0.9370928068076054,0.9855986570934717,0.9127314353144529,0.01177609332025998,0.9866930926738465,0.0029443364669676023
400,0.9331647265846458,0.9879840081284651,0.9175373106855447,0.9857899115734913,0.9125821865865601,0.9881533511511643,0.9047813634322149,0.9838682364028597,0.9206075733144847,0.9896406246548716,0.914419190245842,0.9923427502779434,0.9120078928574058,0.9905536044294244,0.9161457528033633,0.98411856956685,0.9179312172818236,0.9882564295128076,0.9408182949366436,0.9867470677887482,0.9189995508728529,0.01056157386128824,0.9877454553486625,0.0027101645304924726
450,0.9325708708510373,0.9879503041777661,0.9167675700269321,0.9856900689078221,0.9118948550293904,0.9881044111279895,0.9040464082072959,0.9837086938335204,0.919967123850619,0.9896087884992184,0.913725792366569,0.9923240061936317,0.911307780933301,0.9904233538075424,0.9154393148845299,0.9837600628169282,0.9172702522217085,0.9882218259472073,0.9401477959036905,0.9866000337567605,0.9183137764275073,0.010590136134930227,0.9876391549068385,0.0027810154627133715
