window,original_run_0,globalLS_run_0,original_run_1,globalLS_run_1,original_run_2,globalLS_run_2,original_run_3,globalLS_run_3,original_run_4,globalLS_run_4,original_run_5,globalLS_run_5,original_run_6,globalLS_run_6,original_run_7,globalLS_run_7,original_run_8,globalLS_run_8,original_run_9,globalLS_run_9,original_mean,original_std,globalLS_mean,globalLS_std
4350,0.686626372052092,0.6953394964712476,0.697018730278842,0.7121806372797252,0.6915166157561459,0.5893084757752157,0.687338472138625,0.7140146754539572,0.6883580819161738,0.7924118048037632,0.7031028042679827,0.7874423222544134,0.6871605783071328,0.6999836274703759,0.6866195501647485,0.7462281522498323,0.6863991507275018,0.7276017759996558,0.6919107109403657,0.6219464838680732,0.6906051066549612,0.0055462932228696115,0.7086457451626259,0.06416036932087166
4400,0.683583233393705,0.6945128554995351,0.6936098295723399,0.7096271945926542,0.6898355789155939,0.5919900937392922,0.6847743505963745,0.7135008749816437,0.6873743106205231,0.7934433994974464,0.700272641424772,0.7883831909703526,0.6863489096382593,0.6979419065217746,0.6846662526310636,0.7481483124479906,0.6861694262241586,0.7278636272782156,0.6899645826194789,0.6253576920880447,0.6886599115636269,0.005082181478878258,0.709076914761695,0.06356178992123246
4450,0.6822019077267717,0.6935252985058267,0.6928611217959577,0.7083589105309627,0.6879348538811239,0.5930084065937351,0.6839418215083637,0.714308100265272,0.6853528856061497,0.7944985939184732,0.6979244104123774,0.7873421272389183,0.6841047515789768,0.6991884886666441,0.6821650367016177,0.749584204452824,0.6844774478872904,0.7274127601649429,0.688163553888498,0.6263791756435987,0.6869127790987125,0.00504487594597412,0.7093606065981197,0.06331304491045228
4500,0.6835939196048788,0.6933329137804107,0.6947232926513354,0.7081021523552773,0.6894642455535928,0.595405358861665,0.6861200184798426,0.7169234964759993,0.6869610757336932,0.7964639006420623,0.69971841168972,0.7892451511146692,0.6859556122765088,0.7011078148561739,0.6841642188680755,0.7517663909813684,0.685952197310861,0.727350850155698,0.6896062105540977,0.6286427316602928,0.6886259202722605,0.005060121590803816,0.7108340760883617,0.06320483711718712
4550,0.6791712516785303,0.6917985526018704,0.6913103825266486,0.7054830007961879,0.6862247626290835,0.5964043208042685,0.6813958241732124,0.7146736224168458,0.6824082898598948,0.7958638637687014,0.695701061187627,0.7879766134686457,0.6823412674834524,0.6989033998407623,0.6810645149790258,0.75208636855177,0.683490154603035,0.7265898206794928,0.685952870435289,0.6299050516333733,0.6849060379555799,0.005111764654896648,0.7099684614561917,0.06264120254553784
4600,0.6826066179529744,0.6964211752554029,0.694935963916105,0.7056810844506509,0.6893674673172155,0.5961189730983832,0.6849583187872494,0.7171625351139754,0.685975421263113,0.7968870063299289,0.6988598039521032,0.7903195365954679,0.6854938316081793,0.6993976410474295,0.6846980000548529,0.7536410920556764,0.6870599276964721,0.7274488438826725,0.6895641009311508,0.6299878347478092,0.6883519453479415,0.005051158214591709,0.7113065722577399,0.06318412239021094
4650,0.6817727795278028,0.6992337592301429,0.6940072165004801,0.7050337413756351,0.6893486475210474,0.5956343451494951,0.6845397727376243,0.7176316451106889,0.6849159927197335,0.7970536874112969,0.698225343927008,0.7887517968375659,0.6842027233589795,0.69870951080471,0.6831943080558445,0.7538557993444845,0.686347997106841,0.7269137117152898,0.6884176624805741,0.6304524569077815,0.6874972443935935,0.005170596521852716,0.7113270453887091,0.06298641098799714
4700,0.6808242421532683,0.7008206652955379,0.6931210319234552,0.7044364213538405,0.6881049360636681,0.5968883573280873,0.6830687203791468,0.7175080479298936,0.6829927121523741,0.7977257891442368,0.6970815076455334,0.789321514799249,0.6829520253956898,0.6981161137440758,0.6819607886971295,0.7549483591165163,0.6849559599391934,0.7260549494768845,0.686911159796119,0.6311957882500224,0.6861973084145577,0.005265196163307409,0.7117016006438344,0.06285259418334992
4750,0.6824073312752742,0.7036256255191132,0.6949847668150926,0.7044342220567019,0.6894960715574958,0.5971357918947761,0.684811136207845,0.7180528520505771,0.6852358802292211,0.7984486290573278,0.6983216015751583,0.7901696381893242,0.6843978242201705,0.6984618638348052,0.6836868396626494,0.7561320769235166,0.6863140089460061,0.7256023912296956,0.6883858452076255,0.632273906251168,0.6878041305696538,0.005172949158467105,0.7124336997007006,0.06290377813037679
4800,0.6806034512294984,0.7036177865260547,0.6937005982176814,0.7051086196795116,0.6884426382564662,0.6003858349864836,0.6837911189000468,0.7172408579935381,0.6843363158561948,0.7995587459356488,0.698135409278884,0.7898852473900784,0.6837371559648744,0.698774827232952,0.6826883049471164,0.7579892982077453,0.6846982101436614,0.7253267327241518,0.6878289169381945,0.6336424210342382,0.6867962119732619,0.00541696346251946,0.7131530371710401,0.062298318671901644
4850,0.6833574295765137,0.7046925218089991,0.6965436872062875,0.7059952381434668,0.6910125232944417,0.600704783462972,0.6866697135121266,0.7185303486063848,0.686850329835791,0.8008892821935938,0.7007404847269485,0.7916850236995626,0.6864734831604818,0.6992993521444391,0.6853020090612003,0.7594163138740344,0.6872470105466428,0.725322872778588,0.6905926325419975,0.635155237198185,0.689478930346243,0.005416646135456922,0.7141690973910225,0.06255212450595712
4900,0.6853908844197937,0.7047473065609777,0.6971881701004367,0.7053035636461161,0.6917700439832146,0.6006850157006045,0.6874126968162972,0.7186942941018952,0.6868448510418852,0.8014673350029323,0.7017789465798674,0.7924769954170873,0.6874553266375543,0.6994165094950684,0.6857629641218319,0.7596069199374708,0.6880794603312959,0.7256069472536669,0.691166190495702,0.6350330629443796,0.6902849534527878,0.005375911297568138,0.7143037950060199,0.06280037217437395
4950,0.6867007164644959,0.705319875556096,0.698293456561173,0.7041759644909251,0.6931292372237253,0.6016962068930574,0.6887173562764114,0.7190808581359763,0.6879516411799877,0.8026236585291704,0.7036490033340427,0.793932042278499,0.6884692791779407,0.6986221992521205,0.6869378489850931,0.7607387590064756,0.690288105878657,0.7251696916263846,0.6920177545374396,0.6364075436516382,0.6916154399618966,0.005491132353479679,0.7147766799420344,0.06290504736747736
