dataset,method,auc,pr,runtime,seed,shuffled
backdoor,oIF,0.622358255,0.038166931,800.1212842,0,FALSE
backdoor,oIF,0.722841898,0.052757892,806.6864595,6,FALSE
backdoor,oIF,0.647974436,0.03907641,811.3203394,7,FALSE
backdoor,oIF,0.631143679,0.055495132,803.9504795,5,FALSE
backdoor,oIF,0.620765114,0.039682536,800.3706913,9,FALSE
backdoor,oIF,0.600402212,0.032027983,809.8017123,1,FALSE
backdoor,oIF,0.7395814,0.05295923,803.5952752,8,FALSE
backdoor,oIF,0.675339042,0.041729463,803.0130074,4,FALSE
campaign,oIF,0.676932039,0.260874044,135.619494,2,FALSE
campaign,oIF,0.659791797,0.220854809,133.0408208,3,FALSE
campaign,oIF,0.708995297,0.265125171,134.2748418,1,FALSE
campaign,oIF,0.62736665,0.199800826,132.5681319,4,FALSE
campaign,oIF,0.629198509,0.232503273,130.3246257,7,FALSE
campaign,oIF,0.69816708,0.232041941,129.9036441,6,FALSE
campaign,oIF,0.656848728,0.219457205,134.3849092,0,FALSE
campaign,oIF,0.646818193,0.248265561,132.7636938,5,FALSE
campaign,oIF,0.741921267,0.325029465,133.1192589,8,FALSE
campaign,oIF,0.627972414,0.228881948,132.7905159,9,FALSE
celeba,oIF,0.841104766,0.124544197,629.6652977,5,FALSE
celeba,oIF,0.671613544,0.044289812,627.339654,4,FALSE
celeba,oIF,0.724505835,0.086840249,623.8968937,6,FALSE
celeba,oIF,0.815720181,0.103402075,625.02229,1,FALSE
celeba,oIF,0.596440572,0.046613408,634.2291708,7,FALSE
celeba,oIF,0.767514638,0.081340324,633.6061733,9,FALSE
celeba,oIF,0.797485835,0.096749722,626.8550465,2,FALSE
celeba,oIF,0.745075308,0.095244701,629.5835934,8,FALSE
celeba,oIF,0.724503421,0.06347917,629.3799496,3,FALSE
celeba,oIF,0.766946912,0.093506704,633.6058903,0,FALSE
census,oIF,0.63141261,0.08268491,3896.184867,0,FALSE
census,oIF,0.578504328,0.06900078,3967.654292,1,FALSE
census,oIF,0.574968097,0.07812939,3934.617268,3,FALSE
census,oIF,0.496701096,0.059764891,3959.306808,2,FALSE
census,oIF,0.562237949,0.069269118,3903.919859,7,FALSE
census,oIF,0.595583408,0.070309891,3949.601599,9,FALSE
census,oIF,0.619911266,0.078150183,3895.182393,6,FALSE
census,oIF,0.716458131,0.117012758,3963.543587,5,FALSE
census,oIF,0.62550992,0.080377412,3939.695933,8,FALSE
census,oIF,0.692587084,0.116042968,3945.035864,4,FALSE
cover,oIF,0.857694132,0.044093114,785.4233165,4,FALSE
cover,oIF,0.817388449,0.052117426,785.9768856,5,FALSE
cover,oIF,0.858349185,0.064084765,790.2078509,0,FALSE
cover,oIF,0.895889762,0.054266016,788.2275004,8,FALSE
cover,oIF,0.919275389,0.075945283,783.3021126,3,FALSE
cover,oIF,0.876305611,0.071020878,786.3074474,6,FALSE
cover,oIF,0.881025434,0.051498277,764.2915692,1,FALSE
cover,oIF,0.86859665,0.057067633,755.733593,2,FALSE
cover,oIF,0.783383083,0.026981796,795.5827744,7,FALSE
cover,oIF,0.84771465,0.062684287,775.162673,9,FALSE
donors,oIF,0.715175548,0.092665929,2116.966758,5,FALSE
donors,oIF,0.877449895,0.23309393,2087.474624,7,FALSE
donors,oIF,0.890960207,0.230817385,2110.875186,0,FALSE
donors,oIF,0.775578824,0.11555532,2088.90952,9,FALSE
donors,oIF,0.832659344,0.158007957,2111.985461,8,FALSE
donors,oIF,0.787427583,0.12140859,2114.633869,4,FALSE
donors,oIF,0.770594271,0.119307605,2101.03817,2,FALSE
donors,oIF,0.810835509,0.141533804,2095.7497,1,FALSE
donors,oIF,0.793324235,0.135003591,2083.812854,3,FALSE
donors,oIF,0.784111999,0.13885625,2057.396098,6,FALSE
fraud,oIF,0.947050049,0.116901634,836.0521939,3,FALSE
fraud,oIF,0.952069673,0.096911398,818.4419165,7,FALSE
fraud,oIF,0.948505494,0.188885413,825.8809249,8,FALSE
fraud,oIF,0.94287295,0.134747193,795.3253825,4,FALSE
fraud,oIF,0.949873437,0.12072376,818.7111459,2,FALSE
fraud,oIF,0.949562234,0.133207912,816.2080348,0,FALSE
fraud,oIF,0.953290472,0.227566585,815.5455585,6,FALSE
fraud,oIF,0.946368079,0.090184715,824.4947188,5,FALSE
fraud,oIF,0.950736416,0.116456534,804.4792101,1,FALSE
fraud,oIF,0.948374677,0.099792319,824.2233863,9,FALSE
http,oIF,0.255777017,0.002936962,1364.132314,3,FALSE
http,oIF,0.238208294,0.003045176,1326.271651,5,FALSE
http,oIF,0.214513683,0.002660247,1348.523569,7,FALSE
http,oIF,0.193058577,0.002459527,1371.197705,4,FALSE
http,oIF,0.244527862,0.002798237,1305.44304,2,FALSE
http,oIF,0.297312441,0.003258551,1381.078195,9,FALSE
http,oIF,0.252489295,0.002941122,1386.669671,8,FALSE
http,oIF,0.230144989,0.00269035,1403.363846,1,FALSE
http,oIF,0.154397821,0.002250067,1350.519549,6,FALSE
http,oIF,0.267544762,0.002861534,1379.420049,0,FALSE
mammography,oIF,0.849381686,0.115023138,30.03613782,9,FALSE
mammography,oIF,0.849674117,0.146549009,30.48109674,5,FALSE
mammography,oIF,0.832102867,0.093900709,30.55255246,4,FALSE
mammography,oIF,0.801890154,0.097010514,29.54292345,0,FALSE
mammography,oIF,0.847708963,0.126987861,30.90556979,3,FALSE
mammography,oIF,0.844608941,0.120985368,30.78411984,7,FALSE
mammography,oIF,0.841001873,0.116786901,30.20203137,1,FALSE
mammography,oIF,0.859754822,0.161325735,29.92408895,2,FALSE
mammography,oIF,0.838046747,0.170749387,30.23210645,6,FALSE
mammography,oIF,0.872324277,0.163761984,30.45938802,8,FALSE
mulcross,oIF,0.997745429,0.958266249,818.2490976,5,FALSE
mulcross,oIF,0.984440868,0.731925528,802.8717737,7,FALSE
mulcross,oIF,0.985283412,0.735003483,826.3577497,1,FALSE
mulcross,oIF,0.996381192,0.922807653,835.7082248,8,FALSE
mulcross,oIF,0.992195292,0.835521672,806.2016735,9,FALSE
mulcross,oIF,0.973597273,0.628830202,797.4742796,2,FALSE
mulcross,oIF,0.983813837,0.746084146,824.0433738,3,FALSE
mulcross,oIF,0.989150583,0.788459671,822.3344245,0,FALSE
mulcross,oIF,0.99346233,0.86902373,820.3041623,6,FALSE
mulcross,oIF,0.988756601,0.776502039,807.4349551,4,FALSE
nyc taxi,oIF,0.513100794,0.065545591,32.00697684,6,FALSE
nyc taxi,oIF,0.512507284,0.065802521,31.89580631,8,FALSE
nyc taxi,oIF,0.500034133,0.065912483,31.69060063,3,FALSE
nyc taxi,oIF,0.51325954,0.066099738,31.83319497,1,FALSE
nyc taxi,oIF,0.525942828,0.06812485,31.39154935,2,FALSE
nyc taxi,oIF,0.496684066,0.064357301,31.78220844,7,FALSE
nyc taxi,oIF,0.4964029,0.063593632,31.78810287,9,FALSE
nyc taxi,oIF,0.5213902,0.067804068,31.98659897,4,FALSE
nyc taxi,oIF,0.519599754,0.065897451,31.56282425,0,FALSE
nyc taxi,oIF,0.534364093,0.067958739,31.76217747,5,FALSE
nyc taxi shingle,oIF,0.484782619,0.056351525,34.38072944,6,FALSE
nyc taxi shingle,oIF,0.472643778,0.055572508,34.24945116,0,FALSE
nyc taxi shingle,oIF,0.509086551,0.058736263,35.10453057,8,FALSE
nyc taxi shingle,oIF,0.47302814,0.055897733,34.60270143,7,FALSE
nyc taxi shingle,oIF,0.466074552,0.055888851,34.28700614,2,FALSE
nyc taxi shingle,oIF,0.468456986,0.055390378,34.08243132,5,FALSE
nyc taxi shingle,oIF,0.461361609,0.056612412,34.83221745,4,FALSE
nyc taxi shingle,oIF,0.45202597,0.053055602,34.90384412,1,FALSE
nyc taxi shingle,oIF,0.463674873,0.054061968,33.70119572,9,FALSE
nyc taxi shingle,oIF,0.470836738,0.054842405,34.69370604,3,FALSE
shuttle,oIF,0.950905508,0.566471126,126.1404943,2,FALSE
shuttle,oIF,0.987245993,0.950352143,125.0503073,3,FALSE
shuttle,oIF,0.990672064,0.940289643,124.6084807,7,FALSE
shuttle,oIF,0.980107595,0.775472927,123.1099253,0,FALSE
shuttle,oIF,0.959348378,0.605314492,126.6556997,9,FALSE
shuttle,oIF,0.987975254,0.854231878,119.2127495,5,FALSE
shuttle,oIF,0.985492262,0.762189289,119.2660878,4,FALSE
shuttle,oIF,0.938517594,0.552228233,123.2716513,6,FALSE
shuttle,oIF,0.983476422,0.849857141,122.7714829,8,FALSE
shuttle,oIF,0.990312475,0.905270864,124.2250669,1,FALSE
smtp,oIF,0.9059048,0.004602472,299.4210916,8,FALSE
smtp,oIF,0.878590151,0.004193118,297.2585971,3,FALSE
smtp,oIF,0.884334111,0.004726012,299.3857801,0,FALSE
smtp,oIF,0.868446762,0.007288239,294.9862483,2,FALSE
smtp,oIF,0.833833021,0.003710902,296.401099,4,FALSE
smtp,oIF,0.886443244,0.004146553,298.6295028,1,FALSE
smtp,oIF,0.892952856,0.011813763,301.339678,5,FALSE
smtp,oIF,0.88343215,0.011189979,294.3118048,9,FALSE
smtp,oIF,0.865536587,0.003108576,298.7740977,6,FALSE
smtp,oIF,0.882026295,0.005609736,300.2323883,7,FALSE
insects,oIF,0.699391929,0.108267058,646.0197556,1,FALSE
insects,oIF,0.697667465,0.112817163,632.6174712,9,FALSE
insects,oIF,0.720849523,0.117333374,638.5633972,7,FALSE
insects,oIF,0.693454491,0.108235583,641.4972045,6,FALSE
insects,oIF,0.690734076,0.111949417,654.4296184,5,FALSE
insects,oIF,0.718453906,0.118377653,650.9942696,4,FALSE
insects,oIF,0.719231769,0.142196283,638.0714507,0,FALSE
insects,oIF,0.764768843,0.146288276,642.703094,2,FALSE
insects,oIF,0.755201064,0.140543909,617.4545443,3,FALSE
insects,oIF,0.71524631,0.113735935,651.0195293,8,FALSE
Tuesday-WorkingHours,oIF,0.616871353,0.036317183,1181.276426,5,FALSE
Tuesday-WorkingHours,oIF,0.608768486,0.03541445,1138.556918,1,FALSE
Tuesday-WorkingHours,oIF,0.616469552,0.036888544,1168.37386,7,FALSE
Tuesday-WorkingHours,oIF,0.611439717,0.036329941,1176.95699,2,FALSE
Tuesday-WorkingHours,oIF,0.610503385,0.035702185,1166.128502,6,FALSE
Tuesday-WorkingHours,oIF,0.623635034,0.038240011,1170.160711,0,FALSE
Tuesday-WorkingHours,oIF,0.641625006,0.042839638,1158.88589,8,FALSE
Tuesday-WorkingHours,oIF,0.631826661,0.039190187,1154.44893,3,FALSE
Tuesday-WorkingHours,oIF,0.643491988,0.038990174,1173.256003,9,FALSE
Tuesday-WorkingHours,oIF,0.6127475,0.036400612,1154.903344,4,FALSE
Thursday-WorkingHours-Morning-WebAttacks,oIF,0.207984345,0.007602915,459.6125159,9,FALSE
Thursday-WorkingHours-Morning-WebAttacks,oIF,0.336302605,0.01093008,450.5387542,5,FALSE
Thursday-WorkingHours-Morning-WebAttacks,oIF,0.631796158,0.01858717,461.7074027,7,FALSE
Thursday-WorkingHours-Morning-WebAttacks,oIF,0.519050064,0.013633946,443.0540795,1,FALSE
Thursday-WorkingHours-Morning-WebAttacks,oIF,0.557854688,0.015778565,454.0950494,6,FALSE
Thursday-WorkingHours-Morning-WebAttacks,oIF,0.644343041,0.016597918,461.2749686,4,FALSE
Thursday-WorkingHours-Morning-WebAttacks,oIF,0.349111602,0.009382584,459.724751,8,FALSE
Thursday-WorkingHours-Morning-WebAttacks,oIF,0.572454045,0.018162247,441.1583543,2,FALSE
Thursday-WorkingHours-Morning-WebAttacks,oIF,0.455141773,0.01111419,450.2719197,0,FALSE
Thursday-WorkingHours-Morning-WebAttacks,oIF,0.236381139,0.008920895,447.8512595,3,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,oIF,0.955040037,0.009193908,708.4605281,1,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,oIF,0.941632792,0.00566934,713.7072463,6,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,oIF,0.952964496,0.008962711,717.708245,5,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,oIF,0.940375329,0.006386454,709.9825766,9,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,oIF,0.956993085,0.008094149,692.6879842,3,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,oIF,0.942580727,0.006864586,710.7666168,0,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,oIF,0.946498567,0.005296556,723.1140301,8,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,oIF,0.952107432,0.00934269,709.7181346,7,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,oIF,0.94582055,0.008996087,709.7880132,2,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,oIF,0.948669407,0.008218886,711.7605994,4,FALSE
Friday-WorkingHours-Morning,oIF,0.236576427,0.006189978,499.9903145,6,FALSE
Friday-WorkingHours-Morning,oIF,0.554700324,0.010518732,497.960937,8,FALSE
Friday-WorkingHours-Morning,oIF,0.541855443,0.010305684,499.3378458,9,FALSE
Friday-WorkingHours-Morning,oIF,0.550277422,0.010330271,483.4487345,3,FALSE
Friday-WorkingHours-Morning,oIF,0.481149237,0.009101063,482.9678724,2,FALSE
Friday-WorkingHours-Morning,oIF,0.464105164,0.008645412,500.8402843,0,FALSE
Friday-WorkingHours-Morning,oIF,0.444169322,0.008595472,498.483959,1,FALSE
Friday-WorkingHours-Morning,oIF,0.40021304,0.007849202,503.8990841,7,FALSE
Friday-WorkingHours-Morning,oIF,0.491279682,0.009613219,505.8920908,5,FALSE
Friday-WorkingHours-Morning,oIF,0.43239525,0.008192132,502.324816,4,FALSE
campaign,SiForest,0.627558029,0.196234381,128.1161168,8,FALSE
campaign,SiForest,0.61465935,0.174855074,127.5744464,0,FALSE
campaign,SiForest,0.591786507,0.157727369,133.5593355,3,FALSE
campaign,SiForest,0.609877088,0.159923493,140.0731707,5,FALSE
campaign,SiForest,0.618426073,0.17578846,129.3354411,7,FALSE
campaign,SiForest,0.598683115,0.163553544,138.113663,9,FALSE
campaign,SiForest,0.630306204,0.200724212,129.9938667,2,FALSE
campaign,SiForest,0.611858522,0.163173764,128.4429007,1,FALSE
campaign,SiForest,0.610867932,0.177985763,132.952523,4,FALSE
campaign,SiForest,0.601638944,0.157711783,125.4079118,6,FALSE
backdoor,SiForest,0.819390733,0.069654231,261.3315144,1,FALSE
backdoor,SiForest,0.788023835,0.05581422,258.9396791,2,FALSE
backdoor,SiForest,0.804199349,0.063113071,257.9357018,4,FALSE
backdoor,SiForest,0.808907402,0.064795863,265.469775,6,FALSE
backdoor,SiForest,0.776183024,0.052785296,263.5027847,8,FALSE
backdoor,SiForest,0.798997657,0.060382742,260.7395923,0,FALSE
backdoor,SiForest,0.811973945,0.06653139,269.4921365,3,FALSE
backdoor,SiForest,0.805583528,0.06384244,261.6943336,5,FALSE
backdoor,SiForest,0.837014813,0.081794939,268.1778159,7,FALSE
backdoor,SiForest,0.826157105,0.0726026,252.5718417,9,FALSE
celeba,SiForest,0.666631217,0.054304214,332.5010273,7,FALSE
celeba,SiForest,0.691907477,0.06414106,332.3707306,9,FALSE
celeba,SiForest,0.661839049,0.061173961,321.7355318,4,FALSE
celeba,SiForest,0.673868877,0.057848851,324.1865478,2,FALSE
celeba,SiForest,0.661190653,0.061918798,317.6503034,1,FALSE
celeba,SiForest,0.679511443,0.059933776,342.381289,6,FALSE
celeba,SiForest,0.694163855,0.061149052,332.1330278,8,FALSE
celeba,SiForest,0.664516474,0.060561094,319.5338736,0,FALSE
celeba,SiForest,0.66335053,0.054700443,323.4503119,3,FALSE
celeba,SiForest,0.635075461,0.043606858,326.7217863,5,FALSE
mammography,SiForest,0.847161248,0.169241696,70.5903585,4,FALSE
mammography,SiForest,0.840988669,0.15737478,70.00789857,1,FALSE
mammography,SiForest,0.85182783,0.168965317,69.83799028,6,FALSE
mammography,SiForest,0.856279622,0.199817441,69.64270473,0,FALSE
mammography,SiForest,0.843957704,0.174859971,69.21181035,7,FALSE
mammography,SiForest,0.843010514,0.172300091,66.71580029,9,FALSE
mammography,SiForest,0.841762794,0.156200089,73.04526615,3,FALSE
mammography,SiForest,0.844249607,0.190579605,68.35345697,5,FALSE
mammography,SiForest,0.840026338,0.168006896,73.03112602,2,FALSE
mammography,SiForest,0.855023627,0.202538319,70.55977273,8,FALSE
cover,SiForest,0.544562451,0.011562302,402.1309528,0,FALSE
cover,SiForest,0.551166926,0.013104578,405.5799487,3,FALSE
cover,SiForest,0.573913943,0.013606384,391.5434978,5,FALSE
cover,SiForest,0.536055544,0.01171314,398.9444263,7,FALSE
cover,SiForest,0.532842321,0.01182559,402.3104436,9,FALSE
cover,SiForest,0.568138109,0.012810973,394.7203305,1,FALSE
cover,SiForest,0.546838785,0.011776961,393.4752421,2,FALSE
cover,SiForest,0.530019246,0.011457021,401.7778645,4,FALSE
cover,SiForest,0.57140002,0.013650781,393.1959805,6,FALSE
cover,SiForest,0.565289206,0.012403309,404.1601775,8,FALSE
nyc taxi,SiForest,0.635378466,0.09966418,61.97479939,2,FALSE
nyc taxi,SiForest,0.624209988,0.087881188,61.11213493,4,FALSE
nyc taxi,SiForest,0.637263969,0.088766627,67.2238431,6,FALSE
nyc taxi,SiForest,0.641864936,0.09083029,60.32452083,8,FALSE
nyc taxi,SiForest,0.638446985,0.090250587,59.66100407,3,FALSE
nyc taxi,SiForest,0.630170832,0.097005302,62.0142293,0,FALSE
nyc taxi,SiForest,0.629159433,0.088520064,62.35070324,5,FALSE
nyc taxi,SiForest,0.64417481,0.097109461,62.53656363,7,FALSE
nyc taxi,SiForest,0.633849355,0.088738841,60.38241792,9,FALSE
nyc taxi,SiForest,0.632137186,0.092180798,63.06065989,1,FALSE
fraud,SiForest,0.945230149,0.170922567,419.6732211,0,FALSE
fraud,SiForest,0.950104895,0.157747362,409.8682261,3,FALSE
fraud,SiForest,0.947718822,0.177524888,419.2731614,5,FALSE
fraud,SiForest,0.945777585,0.165918537,415.2275603,7,FALSE
fraud,SiForest,0.948425412,0.190637903,423.1213675,9,FALSE
fraud,SiForest,0.946173916,0.182470613,411.0934441,1,FALSE
fraud,SiForest,0.948739739,0.166970695,422.183706,2,FALSE
fraud,SiForest,0.945909681,0.176928929,414.1464443,4,FALSE
fraud,SiForest,0.949451306,0.177411269,413.1040394,6,FALSE
fraud,SiForest,0.950779816,0.193880837,425.5840394,8,FALSE
nyc taxi shingle,SiForest,0.847168115,0.328376855,86.85524559,2,FALSE
nyc taxi shingle,SiForest,0.839931715,0.316523539,86.09999967,4,FALSE
nyc taxi shingle,SiForest,0.819320997,0.303573586,80.30170298,6,FALSE
nyc taxi shingle,SiForest,0.827824298,0.322641068,85.41639233,8,FALSE
nyc taxi shingle,SiForest,0.821901743,0.311729744,84.73502469,0,FALSE
nyc taxi shingle,SiForest,0.820465845,0.297222488,80.77682805,3,FALSE
nyc taxi shingle,SiForest,0.823902689,0.305095074,83.51045704,5,FALSE
nyc taxi shingle,SiForest,0.822673917,0.3152454,80.03806353,1,FALSE
nyc taxi shingle,SiForest,0.830234515,0.324133198,83.07779551,7,FALSE
nyc taxi shingle,SiForest,0.84596406,0.307181662,91.94263387,9,FALSE
shuttle,SiForest,0.996896486,0.981191014,147.4158401,1,FALSE
shuttle,SiForest,0.996640195,0.978390497,146.9052033,4,FALSE
shuttle,SiForest,0.996613554,0.976110771,164.8144133,2,FALSE
shuttle,SiForest,0.996725298,0.977331148,145.7504439,6,FALSE
shuttle,SiForest,0.996531481,0.976060664,145.0854261,8,FALSE
shuttle,SiForest,0.996192935,0.976215515,149.8916798,0,FALSE
shuttle,SiForest,0.996478548,0.979194209,145.4176111,3,FALSE
shuttle,SiForest,0.997146198,0.979123353,145.7402575,5,FALSE
shuttle,SiForest,0.996902297,0.978920871,156.7903218,7,FALSE
shuttle,SiForest,0.996731803,0.977563314,151.2823761,9,FALSE
census,SiForest,0.564707684,0.064940165,576.5991216,2,FALSE
census,SiForest,0.572047208,0.066307771,559.1476669,6,FALSE
census,SiForest,0.527819475,0.059759216,565.1133711,4,FALSE
census,SiForest,0.549298177,0.062223251,561.1921582,8,FALSE
census,SiForest,0.569605416,0.065065528,566.5386174,1,FALSE
census,SiForest,0.557359446,0.06358736,549.4791324,0,FALSE
census,SiForest,0.548344439,0.062782692,563.2820909,5,FALSE
census,SiForest,0.547711624,0.062275823,573.170598,3,FALSE
census,SiForest,0.576071142,0.06687167,569.0517054,7,FALSE
census,SiForest,0.534365736,0.060530778,560.8028529,9,FALSE
smtp,SiForest,0.894223451,0.0042802,181.5967829,1,FALSE
smtp,SiForest,0.898724148,0.005384337,177.5755212,2,FALSE
smtp,SiForest,0.884784391,0.004469741,180.712163,6,FALSE
smtp,SiForest,0.884220227,0.004255033,182.4725122,4,FALSE
smtp,SiForest,0.895650856,0.004460239,181.8633277,8,FALSE
smtp,SiForest,0.884516676,0.005150569,181.2547896,0,FALSE
smtp,SiForest,0.882814022,0.003926084,178.1862369,3,FALSE
smtp,SiForest,0.888789255,0.00465907,183.2250333,7,FALSE
smtp,SiForest,0.877742503,0.004315846,193.6629641,5,FALSE
smtp,SiForest,0.892167231,0.004703019,185.0822918,9,FALSE
donors,SiForest,0.726604852,0.094189125,633.952436,1,FALSE
donors,SiForest,0.69998907,0.086574348,634.6283598,4,FALSE
donors,SiForest,0.727916566,0.094656247,615.3259521,2,FALSE
donors,SiForest,0.715891169,0.090571041,627.7104528,6,FALSE
donors,SiForest,0.72309406,0.093495027,629.912884,8,FALSE
donors,SiForest,0.710451627,0.089497605,618.1147559,0,FALSE
donors,SiForest,0.730935569,0.095693802,626.9626639,3,FALSE
donors,SiForest,0.701351884,0.087023468,631.1230721,5,FALSE
donors,SiForest,0.724290988,0.093500628,631.2434456,7,FALSE
donors,SiForest,0.710717289,0.089157086,620.2236955,9,FALSE
mulcross,SiForest,0.959633255,0.541053205,346.7030675,3,FALSE
mulcross,SiForest,0.947630796,0.474858382,343.5071304,5,FALSE
mulcross,SiForest,0.953080405,0.501326712,355.4147656,7,FALSE
mulcross,SiForest,0.955482498,0.515554699,348.2884395,9,FALSE
mulcross,SiForest,0.953662776,0.504385939,355.8546638,0,FALSE
mulcross,SiForest,0.955128278,0.515050206,339.496316,1,FALSE
mulcross,SiForest,0.960408553,0.544006576,346.5842571,2,FALSE
mulcross,SiForest,0.96233644,0.558902918,351.7287118,4,FALSE
mulcross,SiForest,0.948485515,0.477398611,368.6762793,6,FALSE
mulcross,SiForest,0.9563552,0.520030646,349.974612,8,FALSE
http,SiForest,0.999107035,0.823297785,611.770788,3,FALSE
http,SiForest,0.998926495,0.727577933,608.0122631,5,FALSE
http,SiForest,0.99841732,0.68720575,617.3928895,7,FALSE
http,SiForest,0.998928942,0.792390496,608.4882133,9,FALSE
http,SiForest,0.999185302,0.799832785,618.8403571,2,FALSE
http,SiForest,0.998787325,0.693865838,619.5699699,1,FALSE
http,SiForest,0.999267053,0.812173708,615.5331881,4,FALSE
http,SiForest,0.99882533,0.636686176,612.1492362,6,FALSE
http,SiForest,0.997922499,0.636225252,612.8536222,8,FALSE
http,SiForest,0.99946668,0.868458149,607.5464492,0,FALSE
insects,SiForest,0.761162157,0.113674321,340.5361121,2,FALSE
insects,SiForest,0.758263614,0.114564115,332.7199574,1,FALSE
insects,SiForest,0.757388789,0.111434591,343.4502177,3,FALSE
insects,SiForest,0.758994494,0.112348527,342.5870066,0,FALSE
insects,SiForest,0.764865846,0.114555628,336.9335678,5,FALSE
insects,SiForest,0.764680746,0.117240358,340.1142604,7,FALSE
insects,SiForest,0.75739626,0.114308666,330.0702612,9,FALSE
insects,SiForest,0.748283003,0.111284209,344.2717113,4,FALSE
insects,SiForest,0.76340028,0.116440967,341.0649292,6,FALSE
insects,SiForest,0.74928371,0.107683496,340.4518681,8,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SiForest,0.612854374,0.015547148,314.7937961,9,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SiForest,0.662211816,0.017429198,310.4297078,1,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SiForest,0.615618566,0.015429664,318.7742007,0,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SiForest,0.66408078,0.017532619,312.8769195,2,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SiForest,0.61668502,0.015402293,302.7437623,4,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SiForest,0.622776626,0.015951413,304.5505943,6,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SiForest,0.597969509,0.015014833,320.9724102,8,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SiForest,0.627617935,0.016155163,305.8797953,3,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SiForest,0.671356667,0.01813228,310.2327504,5,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SiForest,0.611001982,0.015374195,301.6177936,7,FALSE
Friday-WorkingHours-Morning,SiForest,0.61650487,0.012304581,318.4748075,8,FALSE
Friday-WorkingHours-Morning,SiForest,0.609526793,0.012161269,312.2750835,0,FALSE
Friday-WorkingHours-Morning,SiForest,0.621997412,0.012383601,318.8191731,2,FALSE
Friday-WorkingHours-Morning,SiForest,0.62309351,0.012468188,329.3302612,4,FALSE
Friday-WorkingHours-Morning,SiForest,0.609829143,0.012018778,326.225841,1,FALSE
Friday-WorkingHours-Morning,SiForest,0.644321935,0.01302643,314.6690445,6,FALSE
Friday-WorkingHours-Morning,SiForest,0.619981137,0.012194697,328.0067143,7,FALSE
Friday-WorkingHours-Morning,SiForest,0.640478474,0.012967508,315.3386929,9,FALSE
Friday-WorkingHours-Morning,SiForest,0.622859818,0.012380214,331.1456752,3,FALSE
Friday-WorkingHours-Morning,SiForest,0.627912261,0.012541349,326.7947588,5,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SiForest,0.949066919,0.036546622,410.8043787,7,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SiForest,0.945591977,0.035922436,394.7635944,9,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SiForest,0.952525785,0.02216904,407.2675369,4,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SiForest,0.951689947,0.025214761,398.2620757,6,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SiForest,0.946183889,0.042658752,407.1027126,8,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SiForest,0.948743865,0.031678055,394.8424993,1,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SiForest,0.953717309,0.027882255,403.8566606,2,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SiForest,0.952569872,0.024651773,408.6392863,3,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SiForest,0.946533606,0.032278475,411.668288,0,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SiForest,0.95079202,0.018320636,407.2359538,5,FALSE
Tuesday-WorkingHours,SiForest,0.668009943,0.041383701,515.9831319,1,FALSE
Tuesday-WorkingHours,SiForest,0.66513865,0.041471826,551.3622181,0,FALSE
Tuesday-WorkingHours,SiForest,0.637387239,0.038105485,531.5023439,2,FALSE
Tuesday-WorkingHours,SiForest,0.654664203,0.039895068,530.8704193,4,FALSE
Tuesday-WorkingHours,SiForest,0.650237412,0.039429913,541.5625122,6,FALSE
Tuesday-WorkingHours,SiForest,0.648575715,0.03949466,533.3561909,8,FALSE
Tuesday-WorkingHours,SiForest,0.639384607,0.038298318,527.8765597,3,FALSE
Tuesday-WorkingHours,SiForest,0.651578955,0.039922025,524.112463,5,FALSE
Tuesday-WorkingHours,SiForest,0.653573165,0.040079821,533.3981178,9,FALSE
Tuesday-WorkingHours,SiForest,0.645050042,0.038930228,520.5297382,7,FALSE
Friday-WorkingHours-Morning,WTNFS,0.548521391,,,1,
