dataset,mean_AUC_AIF,std_AUC_AIF,mean_AUC_LOGISTIC,std_AUC_LOGISTIC,mean_AUC_ANOVA,std_AUC_ANOVA,mean_AP_AIF,std_AP_AIF,mean_AP_LOGISTIC,std_AP_LOGISTIC,mean_AP_ANOVA,std_AP_ANOVA,mean_Prec1_AIF,std_Prec1_AIF,mean_Prec1_LOGISTIC,std_Prec1_LOGISTIC,mean_Prec1_ANOVA,std_Prec1_ANOVA,mean_Prec2_AIF,std_Prec2_AIF,mean_Prec2_LOGISTIC,std_Prec2_LOGISTIC,mean_Prec2_ANOVA,std_Prec2_ANOVA,mean_Prec5_AIF,std_Prec5_AIF,mean_Prec5_LOGISTIC,std_Prec5_LOGISTIC,mean_Prec5_ANOVA,std_Prec5_ANOVA,mean_runtime_AIF,std_runtime_AIF,mean_runtime_LOGISTIC,std_runtime_LOGISTIC,mean_runtime_ANOVA,std_runtime_ANOVA,mean_memory_delta,std_memory_delta,mean_features_log,std_features_log,mean_features_anova,std_features_anova
Friday-WorkingHours-Morning.npz,0.5476758944001405,0.018190161345890084,0.6236982559821879,0.01867939962170843,0.6686173785885384,0.023145747256700603,0.010556521709753776,0.00041473832237758887,0.012607239691798217,0.0005603006715723818,0.014254597174812738,0.0010771562584135903,0.009581151832460732,0.0069020426091981005,0.010104712041884817,0.0045244138767461875,0.006806282722513088,0.005665857968847444,0.009712041884816754,0.001596882480105069,0.009083769633507856,0.0013799782078828561,0.009083769633507854,0.002468240746873962,0.0046173175583708505,3.310938812866065e-05,0.004544026803476075,0.0001324375525146426,0.004648727881897183,5.406740440732093e-05,213.554447889328,7.5928434537431535,213.554447889328,7.5928434537431535,213.554447889328,7.5928434537431535,12.091015625,12.250789978436387,,,,
Thursday-WorkingHours-Afternoon-Infilteration.npz,0.9225190732410917,0.005751450490181414,0.9217970595211418,0.0027495944719373973,0.9125245707317488,0.00605162902714898,0.009890466451285678,0.005453550303460256,0.013975416701474782,0.004221363732206623,0.00504582948832014,0.0015013014238084142,0.007103257103257103,0.0005478651524893244,0.007519057519057519,0.0009247225179601797,0.00492030492030492,0.0007799465472919443,0.004539154539154539,0.00024227508620239122,0.004417879417879418,0.00028584820214286403,0.0038981288981288983,0.0003938028903033569,0.0020720720720720717,6.067879665772102e-05,0.0020997920997920996,4.677398182332314e-05,0.002065142065142065,4.382921219914603e-05,317.84689528942107,2.5116772797450713,317.84689528942107,2.5116772797450713,317.84689528942107,2.5116772797450713,17.99765625,23.18855456992813,,,,
Thursday-WorkingHours-Morning-WebAttacks.npz,0.5840738039372529,0.0336034988823451,0.6562558382009782,0.02365086418002016,0.7272067756024158,0.02207363009661116,0.015003693532907808,0.0009273957692855322,0.01758369787679742,0.0012414589648309755,0.021746446049686664,0.0017483872487220455,0.03100411039342337,0.00980932976145563,0.022548443922489725,0.0072669425954591605,0.002877275396359366,0.0036977485147252557,0.024302905782213093,0.0012514060820130696,0.02125036689169357,0.0042673427879178875,0.007572644555327267,0.005525539947519856,0.010413242545198403,0.0001469435967403823,0.010542380840572903,0.00025239908423882164,0.009626672927917352,0.0016379783624055999,187.83032445907594,8.469908974103337,187.83032445907594,8.469908974103337,187.83032445907594,8.469908974103337,2.36953125,4.021416108322545,,,,
Tuesday-WorkingHours.npz,0.615477993871999,0.013945932324357544,0.6045735888255592,0.008823180313724284,0.6833925987901865,0.006314142482258562,0.03953914125981915,0.001671472192743062,0.04022259103641627,0.0012596432873135763,0.04865930312888181,0.0015680668888955723,8.970621215519175e-05,0.00028367595067668803,0.015451895043731779,0.008913406789039726,0.0001794124243103835,0.0005673519013533761,0.011280556178515363,0.0072510980131879925,0.08379681542946849,0.018096161686917057,0.015810719892352543,0.014747720527910556,0.0592016147118188,0.0021400828661546946,0.06177169769006503,0.0011279463778604995,0.056241309710697476,0.004653998190450097,480.7857667207718,1.6533980192021582,480.7857667207718,1.6533980192021582,480.7857667207718,1.6533980192021582,0.94765625,24.370542822763063,,,,
backdoor.npz,0.6143590606056409,0.03778549924163329,0.6952176479821974,0.026538221679787963,0.7374836024968029,0.03990480432067301,0.030156617599465658,0.005076941258619727,0.03823652034502521,0.004954559879460895,0.04669438568041213,0.010544699556295367,0.0038824763903462746,0.003283022044143355,0.00640083945435467,0.0033712712864698118,0.006086044071353621,0.00407301199804397,0.005928646379853095,0.00395761220685123,0.011280167890870935,0.007727719865437461,0.014637985309548792,0.01562362417771785,0.010847671002937473,0.010160818716737897,0.021548468317247167,0.019367922251358968,0.0302559798573227,0.028402090696288705,123.41507437229157,0.5206462463746723,123.41507437229157,0.5206462463746723,123.41507437229157,0.5206462463746723,18.267578125,28.16862533651217,,,,
campaign.npz,0.7199203264931711,0.005673600047824202,0.687507924451265,0.01085513551985119,0.8295141760316145,0.00962386841083667,0.2986486312147953,0.013413759492349355,0.24968816165682028,0.01846870576472138,0.4107355036386247,0.009436956430542775,0.6265206812652069,0.04938966325289559,0.5092457420924574,0.056761092664700544,0.6824817518248175,0.027341456335827387,0.5509113001215067,0.06382719309071945,0.45941676792223574,0.055140923284423674,0.6614823815309843,0.019876651321194202,0.43788246721709567,0.02215978147797173,0.37314230208839244,0.03727925647807704,0.5544439048081593,0.013218071083581103,46.6741441488266,0.1258389982370154,46.6741441488266,0.1258389982370154,46.6741441488266,0.1258389982370154,-0.46484375,1.661340978418091,,,,
celeba.npz,0.7885202083267938,0.0043453074255005286,0.6790764721579298,0.0093849264530177,0.86472309144154,0.00420325616113446,0.09646643268170403,0.0030428123751231576,0.05468625483181518,0.003652505478619203,0.1293932642627591,0.004392381281562959,0.1622716049382716,0.006494030571537633,0.10982716049382717,0.008547633194437059,0.20449382716049383,0.01299775851302259,0.14507529005183903,0.006611524725370898,0.09414959269316218,0.007601564748837433,0.18649716119476673,0.008495022761737935,0.12512587619705798,0.004905554561343605,0.07733241188666205,0.005514371645327623,0.1531937999802547,0.0052520336405511864,223.3259241104126,0.6892923438726553,223.3259241104126,0.6892923438726553,223.3259241104126,0.6892923438726553,6.315234375,0.6476082643311062,,,,
census.npz,0.6628653851353623,0.006219607981442671,0.5568062910565706,0.004691902463193637,0.8144331795649885,0.00674999025202985,0.09059068203454224,0.0022592530172919787,0.06452360433654385,0.0006456935891015318,0.22613591648319636,0.013980910024092501,0.07593582887700534,0.008678119524672321,0.03302139037433155,0.0035782676556338246,0.4290106951871658,0.03743090032255241,0.0816374269005848,0.007128585343770797,0.037192982456140354,0.0020990361703172667,0.37296574770258983,0.028726939917717756,0.08811815022721198,0.006032656599837506,0.039434643143544515,0.0015651580921915431,0.29552927024859665,0.0168360275886628,370.60760631561277,0.7238002018994822,370.60760631561277,0.7238002018994822,370.60760631561277,0.7238002018994822,18.999609375,36.379996776798535,,,,
cover.npz,0.85781338251187,0.012683747539797183,0.7989240528294793,0.03795070071976327,0.872627546377173,0.017022310851001803,0.04264522448962443,0.005035509494836328,0.06649016529860972,0.03497390720420774,0.05775726596365997,0.016743101300891863,0.06458041958041957,0.02062775730196007,0.11755244755244754,0.04366658646956093,0.09174825174825174,0.03506752655296075,0.05847902097902098,0.014209378473713542,0.08311188811188812,0.02512029512531796,0.08166083916083916,0.021329698282433935,0.05036358551251574,0.006198902510202134,0.05274087540204168,0.010283225668289776,0.06300517410152426,0.009663033104992166,298.218119597435,0.6267652084293742,298.218119597435,0.6267652084293742,298.218119597435,0.6267652084293742,-7.913671875,49.66819291297942,,,,
donors.npz,0.735080104366869,0.005978266926511104,0.7707757434552034,0.002164127045340765,0.9516872783298138,0.0020150749762518085,0.12358928810832019,0.002436562168395755,0.12031194686076707,0.001587502938274704,0.3908589062828072,0.008951881282556027,0.22270305183271435,0.0069771624159411655,0.1515905054093331,0.007300198077271177,0.3497820119489746,0.009242981976093677,0.1821492007104796,0.002897135296655236,0.12225900209914417,0.004246325966784785,0.3511787502018408,0.01037628659405412,0.14423561325324546,0.003960111041229935,0.09803009752631918,0.003485309901448295,0.38650455338112766,0.013309044735871271,575.6106911659241,1.7658631568817778,575.6106911659241,1.7658631568817778,575.6106911659241,1.7658631568817778,28.395703125,19.218877477593537,,,,
