dataset,run,AUC_Original,AUC_k2,AUC_k4,AUC_k5
cover.npz,1,0.873589934645451,0.8909727102068092,0.8766420433680522,0.8716863301860233
census.npz,3,0.6715799502787958,0.7013931747223081,0.6978431088324532,0.6939670980350761
census.npz,2,0.6596975497663775,0.704499183698458,0.6937700039492489,0.701416243285411
census.npz,4,0.6646610670548919,0.6944873448155258,0.6908023738328144,0.6911059889030668
census.npz,5,0.6605085971556031,0.683089489071268,0.6910307864022484,0.701152912706575
census.npz,6,0.6779351635333597,0.696237072635585,0.6976950808761531,0.7072453621128859
census.npz,9,0.6449954213348889,0.7086123513881807,0.6932748673241498,0.693013134008506
census.npz,7,0.6592715993576166,0.7092164230704627,0.6948700353973092,0.6956731382942938
census.npz,8,0.6751515928911938,0.7010877582584168,0.7072328230548462,0.6934815250365295
cover.npz,2,0.8790272124508031,0.8310731278676539,0.8711077669776575,0.8298198239621718
cover.npz,3,0.8820153656105292,0.8807529178533752,0.8751598103633523,0.8799089734962928
cover.npz,4,0.9090578520508789,0.8861804401609904,0.8224912594267524,0.842552723508492
cover.npz,5,0.8757152672281592,0.8591770785092454,0.8909545702750984,0.8903122236899342
cover.npz,6,0.8816750089900085,0.8937031689126899,0.8943290987118842,0.834412176977779
cover.npz,7,0.8728996882066082,0.8819342209942791,0.8993318880813578,0.9002081635868268
cover.npz,8,0.8345568646813021,0.8255160342521127,0.8716165729803291,0.8665846725991033
cover.npz,9,0.8994598249065225,0.8524707199278619,0.8714736803809078,0.8620036915744034
donors.npz,3,0.7290584491677563,0.7941745724355129,0.7941412885124517,0.7865032672014423
donors.npz,1,0.721274343377435,0.8054937893671713,0.7922198860586223,0.7882693972420216
donors.npz,2,0.7379402996246273,0.8095286252501455,0.7863459206884339,0.7932989939846811
donors.npz,0,0.7453464909547061,0.8368419721968509,0.7940426294306979,0.7954858803893355
fraud.npz,0,0.9431534343920897,0.9488114100800541,0.9502062795631034,0.948997111728675
fraud.npz,1,0.9422027004286011,0.9469733630210051,0.9468075065315307,0.9461460786723302
donors.npz,4,0.7404455234637194,0.8199173326876903,0.7929569268441318,0.7899895911195748
donors.npz,5,0.7320092641679343,0.7998477437641678,0.8004269236788181,0.7867209411201435
donors.npz,6,0.7369175026618966,0.8003476281058887,0.7964330003551141,0.7870730120556727
donors.npz,7,0.7253642766833303,0.8119989687679144,0.7928148209118083,0.7996249932442899
donors.npz,8,0.7272340663589311,0.8264913655564408,0.7928326104416591,0.7905393335269563
donors.npz,9,0.7380315331529215,0.8083393383517553,0.7846324408616956,0.7955742678602953
fraud.npz,3,0.9435066653570005,0.9473153881909008,0.9516907060458677,0.9464448355332435
fraud.npz,2,0.9459875747571291,0.9503781303486672,0.951154865302412,0.9478460067121818
fraud.npz,4,0.9438058118292876,0.949878630695457,0.947466700380561,0.9520938001177841
fraud.npz,5,0.9404408313291581,0.9510408485721421,0.951029145933265,0.9509942167374472
fraud.npz,6,0.9448748947155687,0.946011970148191,0.9513873274647138,0.9501835748709386
fraud.npz,7,0.9441519547267294,0.9523897188921768,0.9512968411167677,0.9504091884516616
fraud.npz,8,0.9434052412952598,0.9512287985285988,0.9475598961360419,0.9514966795817476
fraud.npz,9,0.9410730526329938,0.952365377117359,0.9510194270954193,0.9464241539606892
insects.npz,0,0.749407155128487,0.8080336372139603,0.8032018384281654,0.7953283376282828
insects.npz,1,0.748632694133728,0.8290582869601825,0.8135542884510674,0.7924097978943183
http.npz,0,0.9335409657628098,0.9464760361554458,0.7414219585949736,0.7561892719061066
http.npz,1,0.952484720127,0.9447989071055853,0.9483806821879763,0.9457216677638907
http.npz,2,0.9593575945076724,0.9543873003108965,0.9543873003108965,0.9511107051582529
http.npz,3,0.9395082623532105,0.9317027485252771,0.9265276664813827,0.9320568647447223
http.npz,4,0.9489029098403721,0.696987818750733,0.9357805777099619,0.9343969215808587
http.npz,5,0.9506237233478493,0.951830771821444,0.9467065366972003,0.9525066955718415
http.npz,6,0.944684835776599,0.9523114656750644,0.9531124012711876,0.9563440142100239
insects.npz,2,0.7419936322237848,0.8231513183159666,0.7890013706538285,0.8045249106991651
http.npz,7,0.9315340378202015,0.951006240585482,0.9567957573793019,0.768922107558902
insects.npz,3,0.7537750229829885,0.8028917035193567,0.7932440691745052,0.8081966135068859
mammography.npz,0,0.8698156325044543,0.8873851224304395,0.8774097000683105,0.8799804928203719
mammography.npz,1,0.8758787033711506,0.8714156437721392,0.8646465820181832,0.8801959872956852
mammography.npz,2,0.8739628448087664,0.881349516545891,0.8788709779646338,0.8804516228987528
mammography.npz,3,0.8629803731012191,0.8865227924140312,0.8738631962196918,0.8766977232234028
mammography.npz,4,0.8689272459665207,0.8917974774470243,0.8966633567842027,0.8878263227205827
mammography.npz,5,0.8745938351678533,0.8649272177973085,0.8794104183832282,0.8678448439777745
mammography.npz,6,0.8633937562940583,0.8754269396263354,0.872409312741639,0.8785082993542208
mammography.npz,7,0.8655546870048381,0.8844146789766126,0.8728621328319213,0.8639543236219973
mammography.npz,8,0.8654789822463539,0.8809248656680682,0.8873520236058,0.8890185846379199
mammography.npz,9,0.8697004908485271,0.870000492961218,0.8681128036112931,0.8735001654941232
http.npz,8,0.9199921206996915,0.9235253059340804,0.9216034994362126,0.9242806768462934
http.npz,9,0.9508578667280354,0.9280161304245675,0.9276434879754092,0.928546743086136
insects.npz,4,0.7596877676519794,0.8025102422374099,0.8160363399679712,0.8223915423066834
insects.npz,5,0.7512344051624149,0.8198473787337952,0.8016920648382204,0.817387487796472
insects.npz,6,0.75651200628185,0.808447054740257,0.8067964352205099,0.7793927938463858
insects.npz,7,0.7594268027925674,0.8084017423961783,0.8144054671158886,0.8144801696461547
insects.npz,8,0.7608888569358601,0.818358293628699,0.805272716309918,0.7973130451958325
insects.npz,9,0.7576829557134923,0.7980440357736589,0.8148624148536566,0.8174338309047715
nyc_taxi.npz,0,0.6135808653482384,0.6296006806726792,0.6296006806726792,0.6296006806726792
nyc_taxi.npz,1,0.6215196948109005,0.6062602398372,0.6062602398372,0.6062602398372
nyc_taxi.npz,2,0.6103578908910069,0.6268787336315154,0.6268787336315154,0.6268787336315154
nyc_taxi.npz,3,0.6121815162739044,0.6156356021405646,0.6156356021405646,0.6156356021405646
nyc_taxi.npz,4,0.6093744279420559,0.6269821807764123,0.6269821807764123,0.6269821807764123
nyc_taxi.npz,5,0.5773471918819638,0.6061057841922847,0.6061057841922847,0.6061057841922847
nyc_taxi.npz,6,0.6002383765453192,0.6215676523352168,0.6215676523352168,0.6215676523352168
nyc_taxi.npz,7,0.6202437195665174,0.6076089617834783,0.6076089617834783,0.6076089617834783
nyc_taxi.npz,8,0.600672949896877,0.6217093320193798,0.6217093320193798,0.6217093320193798
nyc_taxi.npz,9,0.6281262966646733,0.6063620661512552,0.6063620661512552,0.6063620661512552
nyc_taxi_shingle.npz,0,0.6644934347978705,0.6460432700929981,0.6563162479172384,0.6380910291410362
nyc_taxi_shingle.npz,1,0.661369292236568,0.6660370160596831,0.6732939173394608,0.6573254388936492
nyc_taxi_shingle.npz,2,0.6557232260695087,0.6468326885138854,0.6483377568867177,0.6797345753005538
nyc_taxi_shingle.npz,3,0.6517951029999431,0.6499591303521419,0.6298814607766344,0.6593968958228269
nyc_taxi_shingle.npz,4,0.6537125083732003,0.669688842681938,0.6683108093608162,0.6516425842953253
nyc_taxi_shingle.npz,5,0.6623907460234005,0.6827176955420085,0.6565128360968087,0.6558086825296339
mulcross.npz,0,0.9774692528331937,0.9273716147869139,0.9362446359336462,0.9409192500328821
nyc_taxi_shingle.npz,6,0.6536533019916336,0.6308345110740843,0.6573313786924471,0.6523676229614994
mulcross.npz,1,0.97804969812273,0.925764033206097,0.9313216510654923,0.9270689597872773
nyc_taxi_shingle.npz,7,0.6689536488758835,0.6716346058042948,0.6616275776810719,0.6458365267735473
mulcross.npz,2,0.9747960093748073,0.9286476156487999,0.9224416413475268,0.9301731508018515
mulcross.npz,3,0.9817358952217624,0.9197370461709848,0.9389905021950552,0.9392029452531643
nyc_taxi_shingle.npz,8,0.6696024281897486,0.6554137817127774,0.6433295484679917,0.6485017719761059
nyc_taxi_shingle.npz,9,0.6670117178817834,0.6644380605445608,0.6456893730484887,0.6661136586248178
shuttle.npz,0,0.9974898290526594,0.9951833475884524,0.995938793712656,0.9938669290939797
shuttle.npz,1,0.9984057163362564,0.9898612514800305,0.9922545045016056,0.9924109938313594
shuttle.npz,2,0.997915127145261,0.9887110035169346,0.9933160315463095,0.9942676852311274
shuttle.npz,3,0.9970260123359814,0.9918961344708221,0.9956697568995603,0.9923739653438349
shuttle.npz,5,0.9974571647596064,0.9939572494880834,0.9884675426953488,0.9943536757944954
shuttle.npz,4,0.9964626532480484,0.9948743082626803,0.9932376416165486,0.9946724088177947
mulcross.npz,4,0.9826928528181771,0.926139906513542,0.9315224952814046,0.9283210851597035
mulcross.npz,5,0.9818005533301764,0.9347759586332722,0.9303219663644993,0.9332172173378488
shuttle.npz,6,0.9971239677274285,0.9936122125868667,0.9918090661357339,0.9954581325173874
shuttle.npz,7,0.99604823908783,0.9941794641488954,0.9953768279180187,0.9907110510513535
shuttle.npz,8,0.9967818923554597,0.9920560476782717,0.9922500996954462,0.9808510236700788
shuttle.npz,9,0.9967505213884705,0.9943092341119235,0.9923596637817083,0.9954268740135342
mulcross.npz,6,0.9753350131580687,0.9314077400701387,0.9283107515428531,0.9386414901471963
mulcross.npz,7,0.9794761193219035,0.9327563690708222,0.9284300517022657,0.9384625934275138
smtp.npz,0,0.8944937941957685,0.8954586548367428,0.9068691349718618,0.8954278185424245
smtp.npz,1,0.9032213415189678,0.9180938965161995,0.9169678461549243,0.8926164595729174
smtp.npz,2,0.8825173979774195,0.899845117703537,0.9168166431890336,0.9144205229555187
smtp.npz,3,0.8802779121025447,0.8847824639600811,0.911994442458774,0.9105153515687965
mulcross.npz,8,0.9818800445686583,0.9323407023646999,0.9317479587614215,0.9371996839695069
mulcross.npz,9,0.981080795654284,0.931477149119938,0.9363913951210925,0.9325971320935781
smtp.npz,4,0.8963042000434512,0.9079536614595378,0.8683593339360428,0.8967127809431701
smtp.npz,5,0.9000068330424911,0.8736903335225561,0.776547771727323,0.7955366216036275
smtp.npz,6,0.8879936435184211,0.8990717574585286,0.9072190217886452,0.9147232792997357
smtp.npz,7,0.886907364968568,0.905454344763787,0.9207990805177695,0.9033103462775687
smtp.npz,8,0.8903433341042407,0.8934173271941075,0.9204756498398615,0.914174007807189
smtp.npz,9,0.8961349508371353,0.9029772792576863,0.9002876886094934,0.9051112909894946
