dataset,run,AUC_Original,AUC_Adaptive
Friday-WorkingHours-Morning.npz,6,0.5518154170357377,0.5319425066585335
Friday-WorkingHours-Morning.npz,5,0.5718296031504192,0.5311787344505824
Friday-WorkingHours-Morning.npz,0,0.49943956606619044,0.6031885231511179
Friday-WorkingHours-Morning.npz,9,0.5369190361831448,0.5814791223472207
Friday-WorkingHours-Morning.npz,1,0.5626172590907815,0.576217637564374
Friday-WorkingHours-Morning.npz,3,0.5736356124751828,0.5561759404392489
Friday-WorkingHours-Morning.npz,8,0.5020190864858411,0.5453699539766568
Friday-WorkingHours-Morning.npz,2,0.5734660764786397,0.5554068010822819
Friday-WorkingHours-Morning.npz,7,0.49758958916430135,0.47701475927239023
Friday-WorkingHours-Morning.npz,4,0.5748026566564396,0.5221676625144877
Thursday-WorkingHours-Afternoon-Infilteration.npz,1,0.9260128339598028,0.8949804570030966
Thursday-WorkingHours-Afternoon-Infilteration.npz,0,0.929971344895487,0.9332421159958014
Thursday-WorkingHours-Morning-WebAttacks.npz,0,0.6102735972634927,0.6612166240260209
Thursday-WorkingHours-Morning-WebAttacks.npz,1,0.6016185921615617,0.6587813478567908
Thursday-WorkingHours-Morning-WebAttacks.npz,2,0.6112153639532116,0.6412196585649985
Thursday-WorkingHours-Morning-WebAttacks.npz,3,0.5955070917552291,0.6063027764586106
Thursday-WorkingHours-Afternoon-Infilteration.npz,3,0.920707336738678,0.9293446348110619
Thursday-WorkingHours-Afternoon-Infilteration.npz,2,0.9235911368629708,0.8979928142762641
Thursday-WorkingHours-Afternoon-Infilteration.npz,6,0.9180881111734885,0.9160577649480535
Thursday-WorkingHours-Afternoon-Infilteration.npz,5,0.9113959198242343,0.9224508720131039
Thursday-WorkingHours-Afternoon-Infilteration.npz,7,0.9230140976799454,0.9240502076551715
Thursday-WorkingHours-Afternoon-Infilteration.npz,9,0.9137593787517895,0.9272720298148623
Thursday-WorkingHours-Afternoon-Infilteration.npz,4,0.919111129593307,0.9119596267982599
Thursday-WorkingHours-Afternoon-Infilteration.npz,8,0.9200738883536753,0.9220831533244465
Thursday-WorkingHours-Morning-WebAttacks.npz,4,0.6001696107095061,0.6283432281778027
Thursday-WorkingHours-Morning-WebAttacks.npz,5,0.6263901848728641,0.6481288082427745
Thursday-WorkingHours-Morning-WebAttacks.npz,6,0.6579379418505309,0.6269884876257031
Thursday-WorkingHours-Morning-WebAttacks.npz,7,0.6501001171485872,0.5816723991797199
Thursday-WorkingHours-Morning-WebAttacks.npz,8,0.6212297803316708,0.6419492407215821
Thursday-WorkingHours-Morning-WebAttacks.npz,9,0.6455091332368259,0.6510542459162458
backdoor.npz,1,0.5969298397484729,0.5874214762900687
backdoor.npz,0,0.6416956721468903,0.5914888456442149
backdoor.npz,3,0.5564455047853849,0.6396093920968434
backdoor.npz,2,0.6673203714732892,0.6996636910945212
Tuesday-WorkingHours.npz,0,0.6359610870006859,0.6144794392400682
Tuesday-WorkingHours.npz,1,0.6302169132444534,0.596583100461052
Tuesday-WorkingHours.npz,4,0.6319258993366793,0.5755894972039275
Tuesday-WorkingHours.npz,2,0.6218688594045614,0.5938584800905293
Tuesday-WorkingHours.npz,3,0.6164542987212906,0.6253416183967965
Tuesday-WorkingHours.npz,5,0.6441058009112164,0.6201729449665824
backdoor.npz,5,0.6380098685577362,0.6802525704418806
backdoor.npz,4,0.6077241997811604,0.673543915659035
campaign.npz,0,0.6985322590650747,0.7213873943052689
campaign.npz,1,0.7180330490040494,0.7454632730268745
Tuesday-WorkingHours.npz,6,0.669449617210844,0.6150213580833312
Tuesday-WorkingHours.npz,7,0.6352533890550033,0.610279268426123
campaign.npz,2,0.7023548596224899,0.7575667939516478
campaign.npz,3,0.7129220300275877,0.7345618792999664
campaign.npz,4,0.702485819309892,0.7561982936704872
campaign.npz,5,0.710254744705121,0.7431731222379261
campaign.npz,6,0.7209174643501414,0.7605851232955811
campaign.npz,7,0.7167745274990281,0.7635678829776996
backdoor.npz,6,0.592345482624413,0.6565514319219564
backdoor.npz,7,0.6572018887611554,0.6486503898945968
backdoor.npz,8,0.5904809784992404,0.5731899864725736
backdoor.npz,9,0.6381223816581024,0.5977781709811307
Tuesday-WorkingHours.npz,8,0.6088509764484236,0.5885306572331365
campaign.npz,8,0.6979952173193118,0.7406970975580531
campaign.npz,9,0.7031402816277508,0.7232347051633563
Tuesday-WorkingHours.npz,9,0.6240253486173585,0.594519352593397
celeba.npz,0,0.7863876758039847,0.8268057468704939
celeba.npz,1,0.792286719802848,0.8205547111336376
celeba.npz,2,0.7884048383620661,0.8230319019810687
celeba.npz,3,0.7969599354053322,0.8177492053889244
celeba.npz,4,0.7899256572963927,0.824369806716184
celeba.npz,6,0.793679628053156,0.8194996226074605
celeba.npz,5,0.7969031723950593,0.816771974936475
celeba.npz,7,0.7931845025840891,0.8112093831526279
celeba.npz,9,0.7956578235417409,0.8262051610751174
celeba.npz,8,0.798674770181071,0.8241241814250345
census.npz,0,0.6653838483620995,0.6977900053710404
census.npz,1,0.662598616378199,0.6953311983081755
cover.npz,0,0.8744224903070066,0.8843022871166932
cover.npz,1,0.873589934645451,0.9135667976167909
census.npz,2,0.6596975497663775,0.7069774574004815
census.npz,3,0.6715799502787958,0.6880685273722745
census.npz,4,0.6646610670548919,0.6984251781686993
census.npz,5,0.6605085971556031,0.7022104774435112
census.npz,6,0.6779351635333597,0.6969458980582954
census.npz,7,0.6592715993576166,0.6966093425882722
census.npz,9,0.6449954213348889,0.70415798416484
census.npz,8,0.6751515928911938,0.6973744841287864
cover.npz,2,0.8790272124508031,0.8472310886094518
cover.npz,3,0.8820153656105292,0.8531922014350638
cover.npz,4,0.9090578520508789,0.8424928618623434
cover.npz,5,0.8757152672281592,0.8681704434048605
cover.npz,7,0.8728996882066082,0.867827227724479
cover.npz,6,0.8816750089900085,0.8588858026304987
cover.npz,8,0.8345568646813021,0.7974341491277939
cover.npz,9,0.8994598249065225,0.8462946392099485
donors.npz,0,0.7453464909547061,0.7932782999764311
donors.npz,1,0.721274343377435,0.7927139656515446
donors.npz,2,0.7379402996246273,0.7895097561672791
donors.npz,3,0.7290584491677563,0.7967582129366282
fraud.npz,0,0.9431534343920897,0.9489538255476113
fraud.npz,1,0.9422027004286011,0.9489275106950109
donors.npz,4,0.7404455234637194,0.7930975088726799
donors.npz,5,0.7320092641679343,0.788396544763429
donors.npz,7,0.7253642766833303,0.8008029210444532
donors.npz,6,0.7369175026618966,0.7903195795237858
donors.npz,9,0.7380315331529215,0.7887875890482439
donors.npz,8,0.7272340663589311,0.7984241811485668
fraud.npz,2,0.9459875747571291,0.949426248997555
fraud.npz,4,0.9438058118292876,0.9509856452872252
fraud.npz,3,0.9435066653570005,0.9515113346884659
fraud.npz,5,0.9404408313291581,0.9516794394857759
fraud.npz,6,0.9448748947155687,0.9522544772780792
fraud.npz,7,0.9441519547267294,0.9522165741679223
fraud.npz,8,0.9434052412952598,0.9528380543508581
fraud.npz,9,0.9410730526329938,0.9520480976313201
insects.npz,0,0.749407155128487,0.7981924083676345
insects.npz,1,0.748632694133728,0.8108745942785734
http.npz,0,0.9335409657628098,0.9786462835862733
http.npz,1,0.952484720127,0.9447989071055853
insects.npz,2,0.7419936322237848,0.8071631595957443
http.npz,3,0.9395082623532105,0.9313494764074233
http.npz,2,0.9593575945076724,0.9536275560723345
insects.npz,3,0.7537750229829885,0.8116684187026895
http.npz,4,0.9489029098403721,0.9295036974598055
