window,active_run_0,active_run_1,active_run_2,active_run_3,active_run_4,active_run_5,active_run_6,active_run_7,active_run_8,active_run_9,active_mean,active_std
3350,0.849346527313218,0.8498460798878686,0.8631095627394594,0.8403965723453486,0.8374513841226265,0.8406079772030268,0.8417171287165988,0.8430550608295759,0.8395625367424541,0.858533950751356,0.8463626780651532,0.008670005840240691
3400,0.8573747112759852,0.8621331892629662,0.8740036834184923,0.8476860520053195,0.8450175421712045,0.8498033614474697,0.8516538199062085,0.8518178676419123,0.8479507156855882,0.864935124588787,0.8552376067403934,0.009231392129683767
3450,0.8578281255406761,0.862496323402194,0.8743544326793314,0.8480667583653414,0.8455255804699124,0.8502943440949513,0.8520353212913941,0.8522278020000692,0.8483522353714661,0.8652429582338489,0.8556423881449184,0.009190717718931833
3500,0.8583334759102108,0.8629305108814673,0.8747401536408432,0.8484860474267724,0.8461313902956473,0.8509091414590748,0.8525238245962223,0.8527184420339445,0.8487769042567752,0.8656594323159048,0.8561209322816863,0.0091446410996554
3550,0.8585590882940201,0.862995575146367,0.8748635740634201,0.8486422975396799,0.8463219990524213,0.8510958492673187,0.8526652763206876,0.8527900690378694,0.8488347744424516,0.8657558208399607,0.8562524324004196,0.009131599156525642
3600,0.8583843810671489,0.8627809717480084,0.8746265565374574,0.8485712910892415,0.846265774586597,0.8509751372430876,0.8524877401754034,0.8525923461873202,0.8485859359309098,0.865538386222133,0.8560808520787306,0.009089905428603735
3650,0.8586604688896984,0.8629476555515084,0.8748002831219577,0.8489550564588232,0.8466205420709296,0.8513330325507467,0.8527817560184112,0.8528624706116097,0.8488743418656247,0.8657292046094242,0.8563564811748734,0.00902187173510925
3700,0.8587709671078495,0.8629285562180579,0.8747798863189622,0.849058322958983,0.8467773309526929,0.8515235961866072,0.8528524685493382,0.8529691799895164,0.8489149931201677,0.8657296307823351,0.8564304932184511,0.008967550101688098
3750,0.8588852150799052,0.862988873221174,0.8747963872410776,0.8491857515640702,0.846963232195533,0.8516088446951279,0.8528568592174787,0.8529885490615579,0.8489365538591203,0.8657685419300463,0.856497880806509,0.008942025546498589
3800,0.8593760024379289,0.8634068053506125,0.8752676509270544,0.8497856787707705,0.847534203182139,0.8521935346763329,0.8533864358118946,0.8534505918393533,0.8494348254956052,0.8661093780073138,0.8569945106499006,0.008888306537533214
3850,0.8596225276992921,0.8636216625924633,0.8754573557890727,0.8501906806565288,0.8479485459855868,0.8525121829264423,0.8537146020508588,0.8537126178608845,0.849732332772469,0.866294366487825,0.8572806874821423,0.008818234285685404
3900,0.8597697492458523,0.8636848369155354,0.875505711098542,0.8503360278406235,0.8481108990070387,0.8526259662518854,0.8537336208521871,0.8537748633107088,0.8497723809074912,0.8663420296003017,0.8573656085030166,0.008797870637546164
3950,0.8599664841830228,0.863847825748857,0.8757066705029706,0.8506631232697751,0.8484507682976143,0.8528929748981305,0.8539933201654795,0.8539699912905533,0.8500449080842328,0.8665014852717036,0.8576037551712341,0.008749429765850506
4000,0.8599687442261502,0.8637381058693108,0.8756822765905031,0.8506430144115292,0.8484585745519492,0.852867871220053,0.8539148626593582,0.8539706765412329,0.85003291094414,0.8663459613844922,0.857562299839872,0.008724837218112597
4050,0.8600929144181226,0.8637925317845057,0.8757364934906551,0.8507223924509894,0.8485958032257082,0.852963314430318,0.853950387206927,0.8539370483856215,0.8500306792890027,0.8664317128570993,0.857625327753895,0.008726680721206513
4100,0.8601146449704142,0.8637892842048063,0.875738701545707,0.8507681363965706,0.8486586387513586,0.8530229214466852,0.8539644593044318,0.8539267223161455,0.8499643385460693,0.8665233290061587,0.8576471176488347,0.008729465887771048
4150,0.8599416275523931,0.8635842999790726,0.8756119390714222,0.8506093231486741,0.8485277960477144,0.8529188092319652,0.853826908128793,0.8537073230888816,0.8497012242518461,0.8662394615683577,0.8574668712069119,0.008724524099741489
4200,0.8600976342748861,0.863738563688044,0.8758040578551549,0.8507774101379759,0.8487880840291347,0.8531664520045006,0.8540565597797122,0.853825242790312,0.8497818218155978,0.8663441182566471,0.8576379944631964,0.008714838213914037
4250,0.860197513123552,0.8638275682571337,0.8758495483738524,0.8510284392504179,0.8489627628376198,0.8532939015806915,0.8542323455233292,0.8539940687410188,0.8498773791020264,0.8664101219977125,0.8577673648787354,0.008668117229864578
4300,0.8602519317917732,0.8638531620381129,0.8759704348710202,0.851187579886126,0.8490687819544505,0.853447994132001,0.8543321882988613,0.8540979767023007,0.8499802100278874,0.8664875886009761,0.8578677848303509,0.008653988961656854
4350,0.8601164781720336,0.8636930199430198,0.8759361780195114,0.85098402112291,0.8489533871478316,0.8533312109700999,0.8541801562634895,0.8539481351981352,0.8498311102477769,0.8662614391781058,0.8577235136262914,0.00867106104651448
4400,0.8604806979528996,0.8640258809944689,0.8762357800650054,0.8513758410788619,0.8493889704624508,0.853729792723955,0.8545744354792724,0.8542608128528254,0.850151643667674,0.8665473356332325,0.8580771190910645,0.008638305793082212
4450,0.8604727534676121,0.8639977471115002,0.8761802946410916,0.8514408952230289,0.849541124043052,0.8537432201474617,0.8546807466312607,0.8542728961270092,0.8501290643803496,0.8665278327071385,0.8580986574479506,0.00859452136538482
4500,0.8616101814090844,0.8681261425959781,0.8763064266629166,0.8512480663760372,0.8522282379412177,0.854922655041485,0.8564329911404865,0.8555006328223878,0.851679791871748,0.8665623681620026,0.8594617494023344,0.008430524874873759
4550,0.8617140468227426,0.8682113991081382,0.8763914437012263,0.8513579988851727,0.8523961817168337,0.8550438963210701,0.8565600613154961,0.855594342251951,0.8517509754738016,0.8666311315496098,0.8595651477146042,0.008416122110235506
4600,0.8617953321364453,0.8682564562905677,0.8764970307968514,0.8515736776688303,0.852616351332689,0.8551878193619665,0.8567179947521062,0.8557360861759424,0.8518236431432124,0.8666779450352161,0.8596882336693827,0.008377555130457015
4650,0.8616287982480154,0.867999589378593,0.8764022721051191,0.8514597591021079,0.8525561182589652,0.8550526964139064,0.8566308513550507,0.8556207226936765,0.851611689022721,0.8664529154119901,0.8595415411990144,0.008359526254997899
4700,0.8620444987111653,0.8683591100257767,0.8767419617419617,0.8519298602631936,0.853091168091168,0.8555168905168905,0.8571340388007056,0.8560337810337811,0.8520139736806402,0.8668287884954551,0.8599694071360737,0.008310967310098408
4750,0.8618047337278107,0.8681139053254437,0.8765539268423885,0.8517596826250673,0.8528570467993545,0.8553570467993545,0.8568739913932222,0.8557941097364176,0.8517489241527704,0.8666749596557288,0.8597538327057558,0.008320639939632465
4800,0.8620810558592189,0.8683635515264633,0.8767730969204106,0.8520763898146914,0.8531949073456873,0.8557092387681643,0.857181042527663,0.8560505265964539,0.8519830689241435,0.8668970803892814,0.8600309958672178,0.008289861545601452
4850,0.8623711340206186,0.8686419508326725,0.8770162569389374,0.8524325931800159,0.8535652920962199,0.8560699180544542,0.8575066085117631,0.8563250066085117,0.8522634152788793,0.8671590007930214,0.8603351176315094,0.00825752735123795
4900,0.8625710916000524,0.8688671209540033,0.8772421700956624,0.8527735552352248,0.8539149521687853,0.856322238238763,0.8578226968942471,0.8565908793080854,0.8524800157253308,0.867364041410038,0.8605948761630193,0.00822534878590822
4950,0.8625454781704781,0.8687805353430353,0.8772342775467776,0.8527215436590437,0.8539338617463618,0.8563364085239086,0.8578488825363826,0.8565573024948026,0.8524265852390852,0.867277156964657,0.8605662032224533,0.008215031489096965
5000,0.8625911609328695,0.8688500193274064,0.8772844994201777,0.852835330498647,0.8540916119056822,0.8563773998196109,0.8579867285143666,0.8566595799510373,0.8524681097796677,0.8673450586264656,0.8606489498775931,0.008197799254438951
5050,0.8630194224380272,0.8693004088934322,0.8776891132123691,0.8533548428315871,0.8546799131101457,0.8569071045233836,0.858549067211858,0.8571345514950166,0.8529651162790697,0.8677823920265781,0.8611381932021468,0.008151094421955676
5100,0.8631200101381322,0.8693593967811432,0.8777677100494234,0.8534818147256367,0.8548453934862501,0.8570098846787481,0.8586852109998733,0.857251932581422,0.8530623495121025,0.8678488151058167,0.8612432518058547,0.008128006971563215
